Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS,BURG  RES,BURG  OTH,ROBB  ST,ROBB  OTH,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL
1992Q4,448,4,4,8,3,2,1,0,1,6,2,6,1,0,0,2,0,8,0,44
1992Q4,449,4,1,2,1,6,1,0,0,17,9,4,1,0,0,4,1,10,0,57
1992Q4,451,4,1,3,1,1,0,0,0,24,3,1,4,0,0,2,2,11,0,53
1992Q4,452,4,2,3,0,4,0,0,0,5,5,0,0,0,0,5,0,7,0,31
1992Q4,453,4,1,3,1,6,1,3,1,14,8,0,0,0,0,2,0,11,0,51
1992Q4,455,4,5,5,2,4,1,1,2,15,11,3,1,0,0,3,2,15,0,70
1992Q4,457,4,1,14,0,15,1,1,1,30,10,4,4,0,0,7,2,34,0,124
1992Q4,459,4,1,1,5,7,1,0,0,12,2,2,1,0,0,1,1,10,0,44
1992Q4,462,4,1,4,0,1,0,0,1,6,4,2,0,0,0,0,0,4,0,23
1992Q4,463,4,9,11,3,19,4,3,1,30,25,9,6,0,2,12,1,30,1,166
1992Q4,466,4,1,6,2,14,0,0,0,9,11,5,1,0,0,3,0,10,0,62
1992Q4,467,4,2,4,4,12,2,1,0,8,9,6,1,0,0,11,1,24,0,85
1992Q4,468,4,2,1,1,12,0,0,0,19,11,2,3,0,0,1,0,29,0,81
1992Q4,469,4,0,2,0,5,5,0,0,7,4,3,0,0,0,2,1,12,0,41
1992Q4,471,4,8,1,2,5,4,1,0,36,14,8,3,0,1,8,1,8,1,101
1992Q4,473,4,1,5,3,9,1,0,0,17,11,3,1,0,1,4,0,17,0,73
1992Q4,477,4,4,1,6,14,3,0,0,9,8,3,3,1,1,3,1,32,0,89
1992Q4,478,4,1,4,1,6,9,0,0,6,4,7,2,0,0,1,0,24,0,65
1992Q4,479,4,0,3,2,4,6,1,1,7,2,3,1,0,0,2,0,14,0,46
1992Q4,483,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
1992Q4,487,4,0,1,0,1,0,0,0,2,2,0,0,0,0,1,0,10,0,17
1992Q4,488,4,0,2,0,4,1,0,0,3,11,1,1,0,0,0,0,11,0,34
1992Q4,491,4,8,0,0,3,1,0,0,0,6,0,2,0,0,31,0,18,0,69
1992Q4,497,4,8,3,7,25,5,2,0,50,30,9,4,0,0,20,2,106,0,271
1992Q4,499,4,3,0,1,6,1,0,0,10,8,5,4,0,0,1,0,22,1,62
1992Q4,500,5,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,0,7
1992Q4,501,5,0,19,0,4,1,3,0,27,13,4,3,0,1,5,2,16,0,98
1992Q4,502,5,3,1,0,0,1,0,0,3,12,2,1,0,0,3,0,8,0,34
1992Q4,503,5,0,3,4,1,2,0,0,5,8,3,3,0,0,3,0,19,0,51
1992Q4,504,5,0,8,3,6,2,1,0,39,9,1,1,0,0,7,8,19,0,104
1992Q4,505,5,0,6,2,2,3,0,1,2,9,2,3,0,0,4,2,9,0,45
1992Q4,506,5,1,5,8,3,1,0,0,2,9,1,3,0,0,14,2,9,0,58
1992Q4,511,5,7,15,7,8,2,0,2,18,18,8,3,0,0,7,3,19,0,117
1992Q4,512,5,0,3,0,0,1,0,0,3,2,0,0,0,0,3,0,1,0,13
1992Q4,513,5,4,4,5,4,5,1,1,22,16,8,3,0,0,3,0,29,0,105
1992Q4,514,5,0,4,2,5,11,0,1,13,7,8,1,0,0,2,1,20,0,75
1992Q4,515,5,4,4,5,4,5,0,0,9,13,1,2,0,1,15,2,11,0,76
1992Q4,516,5,7,14,3,7,8,1,0,28,18,5,3,0,1,6,5,26,0,132
1992Q4,517,5,8,13,5,7,7,0,0,17,23,6,2,0,0,17,2,56,0,163
1992Q4,519,5,8,17,7,10,2,0,0,19,18,5,6,1,0,13,3,60,0,169
1992Q4,521,5,3,15,2,2,1,0,1,6,12,6,5,0,0,4,2,14,0,73
1992Q4,523,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,5
1992Q4,524,5,2,6,3,4,2,1,0,20,10,2,4,1,0,2,0,9,0,66
1992Q4,525,5,13,15,7,24,7,1,0,36,20,9,9,1,2,16,2,52,0,214
1992Q4,527,5,1,0,2,0,0,0,0,0,1,2,3,0,0,1,0,1,0,11
1992Q4,529,5,13,6,5,14,6,0,0,20,23,20,12,2,0,10,3,41,0,175
1992Q4,541,5,2,14,3,0,1,0,0,13,12,3,1,0,0,12,5,6,0,72
1992Q4,551,5,2,23,13,0,0,0,0,10,10,1,2,0,0,6,5,20,0,92
1992Q4,555,5,2,8,2,1,3,0,0,3,7,3,2,0,0,4,0,10,1,46
1992Q4,557,5,5,10,4,6,5,0,0,31,10,4,3,0,0,11,1,12,1,103
1992Q4,558,5,4,9,3,8,0,1,1,28,19,6,6,1,0,15,0,19,0,120
1992Q4,559,5,0,0,3,1,1,0,0,2,3,1,2,0,0,2,0,2,0,17
1992Q4,561,5,1,4,2,0,0,0,0,3,4,1,0,0,0,3,0,2,0,20
1992Q4,562,5,6,14,5,2,0,0,0,1,10,3,3,0,0,1,0,21,0,66
1992Q4,563,5,7,24,7,5,5,0,1,16,40,12,8,0,0,16,12,28,1,182
1992Q4,565,5,6,8,7,3,5,0,0,8,2,3,3,1,0,4,0,6,0,56
1992Q4,567,5,6,22,7,10,3,3,1,37,24,13,10,1,1,18,10,24,0,190
1992Q4,569,5,4,0,1,1,0,2,0,3,10,1,3,1,0,4,1,3,0,34
1992Q4,581,5,1,9,0,0,1,0,0,3,5,1,1,0,0,3,1,6,0,31
1992Q4,583,5,2,6,4,0,3,0,0,1,5,3,4,0,0,4,1,9,0,42
1992Q4,584,5,1,13,2,1,0,0,0,5,6,0,1,0,0,2,0,12,0,43
1992Q4,585,5,2,45,8,4,2,0,0,15,17,8,3,1,0,7,5,24,0,141
1992Q4,587,5,0,11,3,1,0,0,1,6,13,6,4,0,0,3,3,15,0,66
1992Q4,589,5,2,3,2,0,0,0,0,2,15,1,0,0,0,2,1,5,0,33
1992Q4,599,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1992Q4,600,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4
1992Q4,604,6,0,2,2,0,0,0,0,1,13,1,3,0,0,2,0,2,0,26
1992Q4,609,6,1,3,1,0,1,1,0,1,1,0,0,0,0,0,0,2,0,11
1992Q4,615,6,0,9,1,1,0,0,0,5,24,2,4,0,0,0,0,7,0,53
1992Q4,621,6,0,11,0,1,0,0,0,3,8,0,0,0,0,4,0,1,0,28
1992Q4,622,6,0,15,1,2,3,0,1,10,24,7,2,0,0,4,5,16,0,90
1992Q4,625,6,3,13,3,1,5,0,0,4,12,2,8,0,0,4,1,7,0,63
1992Q4,626,6,1,5,0,0,1,0,0,2,8,1,3,0,0,3,0,7,0,31
1992Q4,627,6,1,10,2,0,0,0,0,1,23,2,2,0,0,2,0,10,0,53
1992Q4,628,6,7,20,3,6,4,0,1,10,19,3,3,0,1,11,2,38,0,128
1992Q4,629,6,0,18,3,5,3,0,0,4,8,3,0,0,0,6,0,9,1,60
1992Q4,631,6,0,5,1,1,3,0,2,4,13,4,7,0,0,2,1,4,0,47
1992Q4,632,6,3,18,4,3,0,0,1,5,53,14,11,1,0,10,4,18,0,145
1992Q4,635,6,2,11,1,2,0,0,0,3,12,2,3,0,1,2,1,10,0,50
1992Q4,636,6,11,21,5,35,14,0,2,58,72,11,18,2,1,25,2,27,0,304
1992Q4,637,6,9,2,3,7,1,0,0,9,33,6,4,0,1,7,0,10,1,93
1992Q4,638,6,4,15,3,13,3,0,0,15,16,4,1,2,1,10,0,16,0,103
1992Q4,639,6,3,21,0,8,3,0,0,11,17,7,2,1,0,1,0,22,0,96
1992Q4,642,6,2,19,0,5,8,2,1,9,16,3,8,1,0,7,3,20,0,104
1992Q4,643,6,5,39,6,18,10,1,2,21,42,7,16,4,0,20,4,38,0,233
1992Q4,644,6,4,16,0,11,1,0,1,14,35,5,3,2,0,5,1,28,0,126
1992Q4,645,6,14,23,17,26,17,1,2,33,164,23,26,5,4,33,4,46,0,438
1992Q4,646,6,23,11,4,31,9,0,1,32,91,8,8,3,2,22,6,35,1,287
1992Q4,647,6,5,21,2,13,5,0,5,27,41,5,7,3,0,19,2,33,0,188
1992Q4,649,6,2,16,1,23,10,1,0,40,21,9,6,2,1,22,0,50,0,204
1992Q4,665,6,10,9,10,15,7,1,3,22,72,15,12,0,0,20,2,29,0,227
1992Q4,666,6,19,21,8,21,10,2,2,40,80,7,11,3,1,20,4,38,1,288
1992Q4,667,6,10,16,6,13,5,1,1,28,33,2,2,6,0,45,0,30,2,200
1992Q4,668,6,1,3,0,10,1,0,1,17,9,9,2,0,0,20,1,22,0,96
1992Q4,669,6,5,8,6,10,3,1,1,29,15,9,5,2,0,32,2,34,0,162
1992Q4,671,6,6,38,5,15,6,0,2,4,31,5,8,0,2,10,3,58,1,194
1992Q4,672,6,4,16,2,24,8,0,0,11,71,6,7,1,1,19,5,58,0,233
1992Q4,674,6,5,7,4,8,1,0,0,4,30,5,1,1,1,7,1,25,0,100
1992Q4,675,6,4,11,0,7,4,0,0,6,42,3,1,2,0,6,1,54,0,141
1992Q4,676,6,11,13,6,12,6,0,1,19,51,11,6,1,0,24,1,32,0,194
1992Q4,677,6,4,12,3,18,7,2,0,26,29,1,7,2,0,12,0,45,0,168
1992Q4,678,6,4,5,1,18,7,0,0,9,7,3,3,1,2,3,1,36,0,100
1992Q4,679,6,1,3,0,1,0,1,1,3,2,3,2,2,0,2,0,15,0,36
1992Q4,691,6,4,8,0,8,6,0,0,3,29,3,4,2,1,7,1,19,1,96
1992Q4,692,6,1,17,0,7,3,0,0,0,13,3,0,1,2,3,0,45,0,95
1992Q4,693,6,0,4,0,0,1,0,0,0,5,0,3,0,0,0,0,4,0,17
1992Q4,694,6,2,1,1,1,2,0,0,0,6,0,0,0,0,1,0,7,0,21
1992Q4,695,6,2,0,1,8,5,0,1,0,8,1,1,0,0,1,2,22,0,52
1992Q4,696,6,7,4,2,6,0,0,0,2,16,1,5,0,0,4,3,18,0,68
1992Q4,697,6,2,12,4,15,13,0,1,22,29,7,6,1,0,12,1,54,0,179
1992Q4,699,6,6,8,0,19,3,0,0,21,20,2,3,0,0,5,1,51,0,139
1992Q4,700,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1992Q4,701,7,5,6,8,8,9,0,1,10,53,10,24,6,0,48,5,42,1,236
1992Q4,702,7,3,6,4,8,10,0,0,6,22,4,3,6,0,15,2,38,0,127
1992Q4,703,7,2,1,0,5,3,0,0,0,10,1,2,2,0,9,0,7,0,42
1992Q4,704,7,4,2,1,4,2,0,0,1,3,1,4,0,0,0,1,17,0,40
1992Q4,705,7,5,2,2,6,1,0,0,4,8,2,4,0,0,7,3,19,0,63
1992Q4,706,7,2,6,2,12,3,0,0,6,8,2,2,0,3,4,2,27,0,79
1992Q4,707,7,5,5,2,7,3,0,0,1,9,4,5,0,0,1,3,15,0,60
1992Q4,708,7,2,11,0,14,3,1,0,13,20,3,6,1,0,2,2,30,0,108
1992Q4,709,7,7,16,3,20,2,1,2,17,23,11,4,0,2,4,0,38,0,150
1992Q4,711,7,9,11,3,10,10,0,0,3,21,3,6,3,0,21,1,19,0,120
1992Q4,714,7,6,7,1,4,3,0,0,1,15,5,6,2,4,31,0,34,0,119
1992Q4,715,7,4,8,0,7,3,0,0,2,13,5,0,1,0,3,1,20,0,67
1992Q4,719,7,1,7,3,21,6,1,0,25,18,3,0,2,1,9,0,57,0,154
1992Q4,721,7,7,9,4,10,6,0,0,1,14,2,5,0,2,10,1,20,0,91
1992Q4,722,7,3,0,2,2,7,0,0,0,22,2,3,1,0,8,1,15,0,66
1992Q4,723,7,5,6,0,4,5,0,1,5,16,4,3,1,2,8,0,24,0,84
1992Q4,724,7,5,2,1,8,2,0,0,1,6,1,4,0,0,3,2,17,0,52
1992Q4,725,7,1,6,6,3,5,0,0,1,6,1,1,0,0,7,4,10,0,51
1992Q4,726,7,0,4,6,3,1,0,0,2,4,1,3,1,0,0,1,5,0,31
1992Q4,727,7,4,5,5,9,7,0,0,4,10,2,4,0,0,1,0,24,0,75
1992Q4,728,7,4,17,1,16,17,0,1,23,29,6,6,0,3,9,1,57,0,190
1992Q4,729,7,7,13,5,11,6,0,3,6,33,6,1,1,4,6,0,40,0,142
1992Q4,731,7,2,7,4,5,8,0,0,1,5,2,5,0,0,8,2,8,0,57
1992Q4,732,7,4,15,12,3,6,0,0,7,25,5,4,1,0,7,5,29,0,123
1992Q4,733,7,4,9,9,14,10,0,0,14,21,8,2,2,2,10,4,53,0,162
1992Q4,734,7,3,4,2,1,2,0,0,1,9,4,1,3,3,3,0,18,0,54
1992Q4,735,7,1,10,2,9,3,1,0,8,5,2,1,0,0,6,3,21,0,72
1992Q4,736,7,3,4,0,8,5,0,2,7,4,1,4,0,0,0,0,14,0,52
1992Q4,737,7,6,15,6,34,9,0,2,17,21,8,1,2,3,1,0,55,1,181
1992Q4,738,7,1,7,0,26,7,0,0,22,28,5,3,2,3,3,0,41,0,148
1992Q4,739,7,2,6,1,18,1,0,0,30,46,6,2,0,2,8,0,34,0,156
1992Q4,741,7,3,7,6,14,6,0,2,11,16,4,2,0,2,6,7,39,0,125
1992Q4,742,7,7,25,5,7,2,0,0,4,10,3,1,1,0,5,1,26,0,97
1992Q4,743,7,4,4,1,3,10,0,0,19,8,2,3,0,0,7,2,22,0,85
1992Q4,745,7,6,7,7,14,2,0,0,19,9,1,3,0,2,6,1,39,0,116
1992Q4,746,7,6,5,2,14,10,0,0,23,8,2,3,0,3,3,2,16,0,97
1992Q4,747,7,3,6,1,12,3,0,0,11,14,1,1,0,0,3,0,12,0,67
1992Q4,748,7,2,3,4,17,2,0,1,8,9,1,1,1,1,4,1,19,0,74
1992Q4,749,7,0,4,0,10,0,0,0,7,6,2,0,1,2,2,1,10,0,45
1992Q4,758,7,3,5,0,9,1,0,0,3,9,2,0,0,2,2,0,6,0,42
1992Q4,759,7,0,2,0,3,1,0,0,6,1,2,0,0,0,1,0,13,0,29
1992Q4,761,7,4,4,11,9,18,0,0,8,19,2,3,0,1,7,1,23,1,111
1992Q4,762,7,2,6,3,4,0,0,0,8,6,4,3,0,0,5,4,23,0,68
1992Q4,763,7,4,6,6,5,7,0,1,7,4,2,1,0,1,5,1,11,0,61
1992Q4,764,7,10,4,5,18,7,1,0,19,25,14,10,0,1,34,0,39,0,187
1992Q4,765,7,0,6,3,3,1,0,0,7,6,1,1,0,0,5,1,4,0,38
1992Q4,766,7,2,10,1,10,0,0,1,18,8,3,3,0,2,5,0,26,1,90
1992Q4,767,7,3,8,3,17,3,0,0,7,8,6,0,0,1,4,0,25,0,85
1992Q4,768,7,1,3,0,5,1,1,0,7,5,0,0,0,1,1,0,11,0,36
1992Q4,771,7,4,6,8,13,7,1,0,15,6,4,3,0,0,5,1,33,0,106
1992Q4,772,7,1,4,0,2,6,0,1,7,10,1,2,0,0,0,1,14,0,49
1992Q4,773,7,1,2,2,6,5,0,0,10,4,2,1,1,0,2,0,4,0,40
1992Q4,774,7,2,4,2,2,2,1,0,34,6,3,2,1,0,5,0,27,1,92
1992Q4,775,7,2,4,3,2,2,0,0,3,3,2,0,0,0,2,0,8,0,31
1992Q4,776,7,4,1,3,16,3,0,0,10,7,4,0,0,1,5,0,19,0,73
1992Q4,777,7,4,7,0,9,3,1,0,15,6,3,1,2,0,5,0,19,0,75
1992Q4,778,7,2,0,0,12,3,1,0,3,3,5,1,0,0,0,0,13,0,43
1992Q4,779,7,2,3,1,13,6,0,1,12,7,4,0,0,0,3,0,12,0,64
1992Q4,781,7,1,1,0,3,4,0,0,2,3,1,0,0,0,6,1,5,0,27
1992Q4,782,7,1,5,1,11,4,0,2,19,8,6,0,0,0,8,0,17,0,82
1992Q4,783,7,2,11,1,4,2,0,1,11,5,1,4,0,0,3,1,17,0,63
1992Q4,784,7,1,7,1,8,1,1,0,12,6,3,3,2,1,3,1,18,0,68
1992Q4,785,7,0,5,4,0,5,0,0,6,4,2,2,1,0,3,2,3,0,37
1992Q4,786,7,1,1,0,7,0,0,0,12,2,0,0,0,0,2,1,13,0,39
1992Q4,787,7,2,5,0,7,5,2,1,16,2,4,1,1,0,1,0,19,0,66
1992Q4,788,7,3,1,0,3,5,1,0,8,4,3,1,0,0,2,0,10,0,41
1992Q4,789,7,0,2,0,3,2,0,0,7,3,1,1,0,0,2,0,2,0,23
1992Q4,791,7,2,10,7,12,6,1,0,18,6,7,5,0,0,14,2,19,0,109
1992Q4,793,7,1,0,0,10,3,0,0,10,0,0,1,0,0,0,0,2,0,27
1992Q4,794,7,3,6,2,10,3,0,1,10,7,4,1,0,0,4,1,13,0,65
1992Q4,795,7,2,5,2,5,1,0,1,9,7,1,1,1,1,25,2,18,0,81
1992Q4,796,7,0,2,0,1,0,0,0,3,2,1,0,0,1,4,1,9,0,24
1992Q4,797,7,2,6,2,2,2,0,0,10,6,2,2,1,0,7,0,27,0,69
1992Q4,800,8,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,5
1992Q4,801,8,0,2,1,0,0,0,0,1,2,2,3,0,0,0,0,0,0,11
1992Q4,802,8,0,9,0,2,0,0,0,0,1,0,4,0,0,6,0,4,0,26
1992Q4,803,8,0,2,0,0,1,0,0,2,1,1,1,0,0,0,0,1,0,9
1992Q4,804,8,0,1,1,0,0,0,0,0,3,0,2,0,0,2,1,0,0,10
1992Q4,805,8,1,5,0,1,2,0,0,3,4,3,6,0,0,2,1,7,0,35
1992Q4,806,8,0,12,3,0,0,0,0,3,6,2,10,0,0,4,0,2,0,42
1992Q4,807,8,0,3,1,0,2,0,0,1,3,2,4,0,0,2,0,6,0,24
1992Q4,808,8,0,17,2,1,0,0,1,1,1,3,5,0,0,4,0,4,0,39
1992Q4,809,8,0,4,0,0,0,0,0,0,9,0,2,0,0,3,0,1,0,19
1992Q4,811,8,1,11,2,0,1,0,1,2,5,3,7,0,0,1,3,8,0,45
1992Q4,812,8,0,3,2,2,1,0,1,2,1,0,1,0,0,1,1,2,0,17
1992Q4,813,8,1,1,0,1,0,0,0,2,5,1,1,0,0,6,1,6,0,25
1992Q4,814,8,0,1,2,1,1,0,0,0,2,0,0,0,0,1,1,5,0,14
1992Q4,815,8,0,2,3,0,0,0,2,2,6,1,2,0,0,3,2,11,0,34
1992Q4,816,8,0,16,0,1,1,0,0,1,57,4,7,0,0,8,10,54,0,159
1992Q4,817,8,6,2,0,3,5,0,0,5,14,7,9,1,0,22,3,8,0,85
1992Q4,818,8,2,0,0,0,0,0,0,1,5,3,1,1,0,4,1,5,0,23
1992Q4,819,8,0,4,3,1,1,0,0,0,10,3,2,0,0,0,0,5,0,29
1992Q4,821,8,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,7
1992Q4,822,8,0,5,0,1,0,0,0,2,7,3,2,0,0,5,2,7,0,34
1992Q4,823,8,1,16,3,1,2,0,0,1,9,2,3,0,0,5,1,8,0,52
1992Q4,824,8,0,3,2,0,1,0,0,2,6,5,4,0,0,1,1,3,0,28
1992Q4,825,8,1,4,0,1,1,0,0,0,3,2,6,0,0,0,0,3,0,21
1992Q4,826,8,2,0,0,1,1,0,0,1,11,1,2,0,0,0,1,10,1,31
1992Q4,827,8,2,8,1,2,4,0,1,4,16,5,11,0,0,10,2,30,0,96
1992Q4,828,8,0,4,1,2,2,0,0,2,18,2,6,0,0,1,1,7,0,46
1992Q4,829,8,4,11,6,3,2,0,0,4,13,5,4,0,0,1,1,12,0,66
1992Q4,831,8,1,13,7,4,3,1,0,3,22,5,11,1,0,11,3,51,0,136
1992Q4,832,8,2,5,1,5,3,0,1,6,14,4,6,0,0,4,2,26,0,79
1992Q4,833,8,4,13,9,9,10,0,2,8,85,8,22,0,1,22,10,77,1,281
1992Q4,834,8,2,15,0,4,3,0,0,0,22,2,3,0,0,2,2,14,1,70
1992Q4,835,8,7,11,3,4,8,0,1,10,33,5,5,1,0,7,4,42,0,141
1992Q4,836,8,4,11,6,2,6,0,0,11,24,3,4,0,0,8,0,20,0,99
1992Q4,839,8,8,1,2,3,5,0,0,6,29,1,17,0,1,39,0,18,1,131
1992Q4,841,8,2,15,2,2,3,0,1,6,37,8,7,1,0,6,3,22,0,115
1992Q4,842,8,1,9,3,4,5,0,0,7,32,2,3,1,0,11,3,49,0,130
1992Q4,847,8,2,4,1,4,4,0,0,2,16,5,3,0,0,6,1,20,0,68
1992Q4,848,8,2,3,6,0,0,0,1,1,4,3,11,0,0,4,0,5,0,40
1992Q4,849,8,2,13,4,7,4,0,1,7,22,1,3,0,1,8,5,28,0,106
1992Q4,851,8,1,5,1,5,0,0,3,5,21,3,6,0,0,5,3,11,0,69
1992Q4,852,8,3,9,3,10,2,0,0,5,20,9,3,0,0,29,4,22,0,119
1992Q4,853,8,2,6,9,7,4,0,1,10,25,6,6,1,0,6,3,23,0,109
1992Q4,854,8,1,0,0,0,0,0,0,1,7,3,3,0,0,1,0,3,0,19
1992Q4,857,8,12,9,5,5,4,0,0,2,13,1,3,0,0,7,4,21,0,86
1992Q4,858,8,2,3,0,5,6,0,0,2,8,2,2,0,0,3,2,10,0,45
1992Q4,859,8,2,10,3,10,10,0,0,6,26,4,7,1,0,11,5,32,1,128
1992Q4,881,8,4,9,7,3,6,0,1,9,23,7,11,1,1,20,3,26,0,131
1992Q4,882,8,2,2,2,1,2,0,0,5,24,6,2,0,1,11,4,20,0,82
1992Q4,883,8,3,0,1,2,6,0,0,1,6,1,6,0,0,9,0,3,0,38
1992Q4,884,8,27,6,3,5,6,0,0,9,23,11,32,2,0,90,3,32,0,249
1992Q4,885,8,1,8,1,2,5,0,0,1,7,7,6,1,0,2,2,28,0,71
1992Q4,886,8,0,0,4,4,1,1,0,2,7,4,1,0,0,5,2,5,0,36
1992Q4,887,8,0,1,0,1,2,0,0,1,3,3,0,0,0,2,1,14,0,28
1992Q4,889,8,5,16,5,17,9,2,1,26,13,5,4,2,0,19,2,25,0,151
1992Q4,891,8,1,1,1,0,1,0,0,1,2,0,4,0,0,2,0,5,0,18
1992Q4,892,8,2,1,1,1,0,0,0,5,8,4,1,0,0,3,0,11,0,37
1992Q4,893,8,2,10,8,1,2,0,0,1,7,1,1,0,0,2,2,18,0,55
1992Q4,895,8,0,4,0,3,0,0,0,2,4,0,3,0,0,5,0,10,0,31
1992Q4,896,8,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,8
1992Q4,897,8,0,5,1,1,2,0,1,7,15,1,3,0,0,6,3,14,0,59
1992Q4,898,8,0,18,3,9,6,2,0,14,18,7,8,0,0,7,3,25,0,120
1992Q4,899,8,2,7,4,3,0,1,0,10,4,6,1,0,0,1,3,10,0,52
1992Q4,900,9,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,6
1992Q4,909,9,5,45,6,14,13,1,1,47,27,16,13,0,1,43,5,55,0,292
1992Q4,917,9,2,5,4,5,2,1,0,24,12,6,2,0,2,7,2,29,0,103
1992Q4,918,9,9,22,4,15,11,0,1,30,25,8,10,1,5,113,4,65,2,325
1992Q4,919,9,4,16,3,3,7,0,0,5,6,3,5,0,1,9,0,26,0,88
1992Q4,921,9,11,3,10,3,8,0,0,10,28,8,8,0,0,9,2,28,1,129
1992Q4,923,9,1,2,2,5,5,0,0,18,10,5,2,0,0,1,1,22,0,74
1992Q4,924,9,2,7,4,3,2,0,2,11,9,0,2,0,0,2,2,10,0,56
1992Q4,925,9,8,18,2,5,5,1,1,32,8,6,1,1,1,7,2,19,0,117
1992Q4,926,9,3,14,2,5,2,1,0,7,7,0,6,0,0,2,0,16,0,65
1992Q4,927,9,5,10,3,8,3,0,0,14,17,5,7,0,0,6,0,27,0,105
1992Q4,928,9,9,8,10,1,2,1,0,6,5,1,1,0,0,5,0,13,0,62
1992Q4,929,9,2,4,1,4,3,0,0,1,5,3,3,0,0,3,1,13,0,43
1992Q4,932,9,6,9,2,4,4,0,2,10,24,3,3,0,0,4,2,28,0,101
1992Q4,934,9,1,7,0,1,0,0,0,1,8,1,1,0,0,3,1,6,0,30
1992Q4,935,9,1,9,2,4,2,0,0,7,7,3,4,0,0,14,0,23,3,79
1992Q4,936,9,11,19,12,7,2,1,3,25,36,11,7,1,0,51,2,45,0,233
1992Q4,937,9,4,7,3,2,5,0,1,11,12,4,1,0,0,4,2,22,1,79
1992Q4,938,9,7,7,2,2,4,1,1,17,9,6,6,0,0,13,6,29,0,110
1992Q4,939,9,12,0,3,4,2,0,0,2,7,3,5,0,0,30,1,16,0,85
1992Q4,941,9,2,8,5,3,2,0,1,14,19,2,2,0,0,5,2,26,0,91
1992Q4,942,9,2,18,3,2,3,1,1,10,28,1,3,0,0,11,4,24,0,111
1992Q4,944,9,1,10,3,10,10,0,2,16,10,1,2,2,0,1,1,31,0,100
1992Q4,945,9,5,24,6,12,7,1,2,11,16,6,8,0,1,18,3,31,0,151
1992Q4,946,9,5,16,10,5,7,0,0,19,16,6,6,0,1,29,4,38,0,162
1992Q4,948,9,9,7,3,6,4,0,1,21,13,5,9,0,0,12,2,32,0,124
1992Q4,949,9,6,15,0,3,8,0,1,17,13,7,4,0,0,20,2,42,1,139
1992Q4,952,9,6,11,1,1,1,0,0,9,10,0,0,0,0,2,3,22,0,66
1992Q4,955,9,12,19,6,5,3,0,1,16,37,8,8,1,0,18,3,49,0,186
1992Q4,956,9,9,15,8,7,9,0,0,18,19,7,2,0,0,14,3,32,0,143
1992Q4,957,9,13,23,5,11,4,0,1,35,46,5,8,1,1,13,0,35,0,201
1992Q4,958,9,4,27,7,4,4,0,1,13,31,7,7,0,1,18,2,28,0,154
1992Q4,961,9,3,1,1,0,0,0,2,2,18,4,2,0,0,1,1,4,0,39
1992Q4,962,9,15,9,8,3,4,0,2,5,25,6,5,0,0,9,1,35,35,162
1992Q4,963,9,3,17,3,7,3,0,0,17,35,9,3,0,0,4,2,41,0,144
1992Q4,964,9,16,19,6,6,5,0,0,7,37,2,2,1,0,17,5,28,0,151
1992Q4,965,9,2,22,2,4,4,0,0,11,25,10,3,0,1,7,2,21,0,114
1992Q4,966,9,1,9,0,1,0,0,0,3,13,7,4,0,1,3,1,24,0,67
1992Q4,968,9,1,7,4,2,0,0,0,2,14,3,3,0,0,0,4,17,0,57
1992Q4,969,9,1,8,2,3,1,0,0,10,11,6,2,0,1,8,6,48,0,107
1992Q4,971,9,4,5,1,3,3,0,0,6,8,2,7,0,0,3,3,12,0,57
1992Q4,972,9,3,8,1,7,1,0,0,9,22,9,3,0,0,10,4,20,0,97
1992Q4,973,9,3,5,3,7,4,0,0,5,28,5,4,0,1,10,3,32,0,110
1992Q4,974,9,4,6,0,5,3,0,0,2,30,2,6,0,1,7,2,32,0,100
1992Q4,975,9,1,2,2,3,1,0,0,1,8,0,3,0,0,0,1,8,0,30
1992Q4,976,9,14,6,4,10,6,0,0,10,25,7,17,0,3,55,0,55,0,212
1992Q4,979,9,3,9,1,4,4,1,0,5,25,5,4,0,1,1,1,23,0,87
1992Q4,981,9,2,2,1,3,2,0,0,1,13,1,0,0,0,0,1,11,0,37
1992Q4,983,9,2,1,0,1,3,0,0,4,24,4,6,0,0,6,0,25,0,76
1992Q4,984,9,3,8,1,2,1,0,0,2,15,3,2,0,0,9,2,13,0,61
1992Q4,986,9,7,13,1,9,9,0,1,6,37,10,6,0,3,8,1,47,0,158
1992Q4,988,9,2,8,3,7,4,0,0,4,23,5,7,0,0,9,2,42,0,116
