rd,year,Q,AGG,BTFV,BURG,GTA,GTP,HOM,ROBB
233,1994,4,28,38,12,23,1,0,26
233,1995,1,22,35,21,31,0,0,23
233,1995,2,21,13,16,22,5,0,24
233,1995,3,33,23,26,22,1,2,29
233,1995,4,18,22,31,24,1,0,23
233,1996,1,22,35,27,24,7,0,25
233,1996,2,25,29,18,18,2,0,12
233,1996,3,19,24,25,12,2,0,14
233,1996,4,15,24,18,18,2,1,13
233,1997,1,18,33,20,16,0,0,16
233,1997,2,15,22,17,13,1,0,13
233,1997,3,11,28,30,13,1,1,14
233,1997,4,12,21,15,9,5,0,11
233,1998,1,14,20,6,15,0,0,7
233,1998,2,17,23,12,15,1,0,8
233,1998,3,20,24,12,8,1,0,4
233,1998,4,15,19,8,8,0,1,5
233,1999,1,13,20,15,13,1,0,12
233,1999,2,12,21,13,9,2,0,10
233,1999,3,21,22,6,10,0,0,5
233,1999,4,14,24,9,12,1,0,15
233,2000,1,10,17,5,14,0,0,4
233,2000,2,16,35,12,18,2,0,11
233,2000,3,18,25,6,16,0,1,9
233,2000,4,10,20,10,11,0,0,8
233,2001,1,18,23,5,16,0,1,9
233,2001,2,12,29,15,12,0,0,7
233,2001,3,14,30,5,14,3,0,11
233,2001,4,12,24,7,14,1,0,9
233,2002,1,16,31,19,12,2,0,7
233,2002,2,15,20,9,7,0,0,13
233,2002,3,17,12,8,12,1,1,7
233,2002,4,18,14,7,24,0,0,22
233,2003,1,23,12,10,13,1,0,11
233,2003,2,19,19,11,11,0,1,8
233,2003,3,18,19,9,18,0,0,12
233,2003,4,15,15,7,9,1,0,5
233,2004,1,9,22,8,14,0,0,16
233,2004,2,22,20,18,10,0,0,14
233,2004,3,9,18,5,7,0,0,4
233,2004,4,8,11,10,9,0,0,6
233,2005,1,9,13,16,14,2,0,9
233,2005,2,9,19,11,24,0,3,10
233,2005,3,8,24,16,7,1,1,7
233,2005,4,5,17,7,6,1,0,6
233,2006,1,4,6,11,9,1,0,5
233,2006,2,4,7,5,6,0,2,1
233,2006,3,10,11,9,4,0,0,8
233,2006,4,3,18,12,8,1,1,5
233,2007,1,6,15,4,11,1,0,4
233,2007,2,4,18,11,8,2,0,5
233,2007,3,4,9,8,4,2,0,4
233,2007,4,1,23,7,7,0,0,7
233,2008,1,6,5,7,11,2,0,5
233,2008,2,5,10,15,5,0,0,7
233,2008,3,4,11,10,8,1,0,14
233,2008,4,5,14,12,8,2,1,6
233,2009,1,1,15,34,6,1,0,6
233,2009,2,4,15,8,5,0,0,10
233,2009,3,7,15,9,11,2,0,1
233,2009,4,2,11,14,8,1,0,7
233,2010,1,2,13,13,5,0,0,3
233,2010,2,1,17,4,5,0,0,3
233,2010,3,0,9,12,4,1,0,5
233,2010,4,0,10,9,7,2,0,8
233,2011,1,0,6,10,3,2,0,4
233,2011,2,6,3,15,5,3,0,5
233,2011,3,3,5,17,4,5,0,9
233,2011,4,1,9,12,7,2,0,1
233,2012,1,3,16,13,6,2,1,6
233,2012,2,0,10,13,6,2,0,3
233,2012,3,8,9,21,4,3,0,6
233,2012,4,5,7,9,5,1,0,6
233,2013,1,0,10,6,4,5,0,8
233,2013,2,2,13,7,4,1,0,2
233,2013,3,1,9,13,6,4,0,2
233,2013,4,3,8,5,10,8,0,4
233,2014,1,1,12,12,5,2,0,5
233,2014,2,9,14,15,5,1,0,6
233,2014,3,4,18,16,5,3,0,8
233,2014,4,13,25,21,8,7,0,7
234,1988,1,23,60,41,40,4,0,22
234,1988,2,24,71,32,43,5,0,6
234,1988,3,20,55,46,41,3,0,15
234,1988,4,22,47,38,51,2,1,10
234,1989,1,33,86,46,58,2,1,11
234,1989,2,32,102,34,66,1,0,11
234,1989,3,36,66,36,46,3,0,11
234,1989,4,32,73,39,55,4,0,11
234,1990,1,37,105,40,55,6,0,17
234,1990,2,32,66,30,59,4,2,21
234,1990,3,41,55,18,48,5,0,29
234,1990,4,26,55,25,42,0,1,26
234,1991,1,19,48,20,53,1,0,15
234,1991,2,32,47,31,52,0,0,25
234,1991,3,47,63,38,61,3,2,18
234,1991,4,38,69,32,53,3,1,25
234,1992,1,35,60,28,49,0,0,26
234,1992,2,34,47,35,41,0,1,14
234,1992,3,31,51,37,48,4,0,22
234,1992,4,31,40,40,47,2,0,19
234,1993,1,27,40,26,50,1,0,14
234,1993,2,41,43,21,37,2,0,19
234,1993,3,41,39,29,31,6,2,19
234,1993,4,29,67,29,33,3,1,22
234,1994,1,21,46,16,41,3,1,15
234,1994,2,24,52,15,34,0,0,24
234,1994,3,32,44,22,47,1,0,11
234,1994,4,23,58,23,42,3,2,24
234,1995,1,22,49,18,33,1,1,20
234,1995,2,27,38,15,39,2,0,14
234,1995,3,45,34,10,32,1,2,17
234,1995,4,29,38,24,21,1,1,26
234,1996,1,30,41,15,24,2,1,19
234,1996,2,36,30,17,19,0,0,8
234,1996,3,23,33,20,19,2,0,13
234,1996,4,20,23,16,30,1,2,4
234,1997,1,20,32,17,19,2,0,4
234,1997,2,24,21,8,21,0,0,27
234,1997,3,24,12,9,19,1,0,10
234,1997,4,18,15,14,19,0,0,7
234,1998,1,15,23,21,20,0,2,16
234,1998,2,32,24,11,10,0,1,14
234,1998,3,23,15,8,8,0,1,7
234,1998,4,12,27,15,17,3,0,4
234,1999,1,18,22,17,12,2,0,4
234,1999,2,15,22,4,15,1,0,10
234,1999,3,21,26,6,10,0,0,15
234,1999,4,25,23,9,12,0,0,9
234,2000,1,20,14,14,9,1,0,11
234,2000,2,27,17,8,18,1,0,10
234,2000,3,18,19,8,11,0,0,10
234,2000,4,17,26,5,26,0,0,11
234,2001,1,14,23,7,18,2,0,10
234,2001,2,16,20,9,18,0,0,11
234,2001,3,21,22,4,13,2,1,11
234,2001,4,21,26,9,30,2,2,8
234,2002,1,10,19,10,15,2,0,15
234,2002,2,24,25,3,18,0,0,10
234,2002,3,23,29,10,19,2,0,14
234,2002,4,22,15,8,12,1,0,11
234,2003,1,22,14,1,12,1,0,13
234,2003,2,27,20,3,14,0,1,13
234,2003,3,9,19,8,18,0,0,8
234,2003,4,19,13,8,20,1,0,10
234,2004,1,21,34,2,15,0,0,7
234,2004,2,16,21,12,12,1,2,6
234,2004,3,20,15,5,17,1,0,7
234,2004,4,9,13,9,9,1,0,9
234,2005,1,18,28,15,15,0,2,15
234,2005,2,13,25,7,29,2,0,9
234,2005,3,17,19,13,17,0,0,14
234,2005,4,11,13,7,16,1,0,8
234,2006,1,6,6,8,9,0,1,9
234,2006,2,7,14,6,10,0,0,4
234,2006,3,8,12,3,17,0,0,7
234,2006,4,3,13,5,13,2,0,5
234,2007,1,9,21,6,5,2,0,10
234,2007,2,11,16,3,9,0,0,9
234,2007,3,18,18,5,7,0,0,13
234,2007,4,14,20,10,23,1,1,10
234,2008,1,12,31,7,11,1,0,12
234,2008,2,9,29,5,11,1,0,9
234,2008,3,9,13,5,8,0,0,10
234,2008,4,15,19,14,11,1,0,6
234,2009,1,9,6,8,3,2,0,7
234,2009,2,7,18,6,11,0,0,5
234,2009,3,2,16,6,15,2,1,12
234,2009,4,4,7,8,11,1,0,5
234,2010,1,1,17,7,24,0,1,5
234,2010,2,2,12,4,6,0,0,6
234,2010,3,5,11,4,7,1,0,9
234,2010,4,4,8,5,11,0,0,2
234,2011,1,3,13,11,7,2,1,4
234,2011,2,5,9,1,10,4,0,8
234,2011,3,7,6,10,5,5,0,5
234,2011,4,4,10,3,8,2,0,9
234,2012,1,5,11,2,10,3,0,7
234,2012,2,5,12,8,8,2,0,5
234,2012,3,4,13,5,7,0,0,10
234,2012,4,7,8,4,14,3,1,6
234,2013,1,3,13,8,7,0,0,6
234,2013,2,7,8,2,7,1,0,9
234,2013,3,7,12,2,7,3,0,5
234,2013,4,4,16,6,7,3,0,1
234,2014,1,6,18,4,4,3,0,1
234,2014,2,3,6,2,7,1,1,3
234,2014,3,10,20,2,11,4,0,3
234,2014,4,9,22,18,10,2,0,2
235,1988,1,26,42,23,25,1,0,6
235,1988,2,19,55,26,32,3,0,7
235,1988,3,13,41,35,24,2,0,6
235,1988,4,9,51,15,39,1,0,8
235,1989,1,20,78,32,42,1,0,9
235,1989,2,22,60,37,33,1,0,1
235,1989,3,20,43,26,44,4,0,13
235,1989,4,16,44,36,37,1,2,15
235,1990,1,8,64,33,41,2,0,11
235,1990,2,23,45,26,38,6,0,15
235,1990,3,18,38,20,34,2,0,20
235,1990,4,15,31,10,41,1,0,9
235,1991,1,29,40,14,45,3,0,12
235,1991,2,25,23,22,65,3,0,15
235,1991,3,28,40,22,37,2,0,12
235,1991,4,19,33,15,38,3,0,16
235,1992,1,19,37,19,32,2,1,18
235,1992,2,26,27,39,26,2,0,12
235,1992,3,23,41,33,34,3,0,23
235,1992,4,15,29,40,29,3,1,21
235,1993,1,15,21,14,30,4,1,14
235,1993,2,40,36,21,17,3,1,11
235,1993,3,21,53,18,25,3,0,22
235,1993,4,21,34,22,28,4,0,14
235,1994,1,18,51,16,26,2,0,15
235,1994,2,11,29,24,16,3,0,20
235,1994,3,19,29,13,19,2,0,13
235,1994,4,20,36,10,19,1,1,12
235,1995,1,19,29,12,14,0,2,9
235,1995,2,19,36,8,20,0,1,14
235,1995,3,20,22,10,21,3,0,11
235,1995,4,8,17,16,19,0,0,15
235,1996,1,31,28,15,18,2,0,12
235,1996,2,18,18,10,13,2,0,11
235,1996,3,15,19,12,14,2,0,17
235,1996,4,18,21,8,14,1,0,7
235,1997,1,16,24,13,12,0,0,10
235,1997,2,11,14,3,13,0,0,12
235,1997,3,18,12,4,10,2,0,14
235,1997,4,8,23,7,8,0,0,9
235,1998,1,11,10,4,14,0,0,8
235,1998,2,7,18,5,4,1,0,4
235,1998,3,12,7,3,6,0,0,5
235,1998,4,13,25,3,8,1,0,3
235,1999,1,15,22,14,5,0,0,8
235,1999,2,7,17,4,8,1,0,5
235,1999,3,10,20,13,11,0,0,2
235,1999,4,13,25,7,6,0,0,7
235,2000,1,20,6,10,8,0,1,5
235,2000,2,15,23,9,11,0,0,3
235,2000,3,17,11,3,6,0,0,1
235,2000,4,10,11,8,15,0,0,2
235,2001,1,13,29,4,8,1,0,3
235,2001,2,11,19,5,14,0,0,4
235,2001,3,12,29,9,18,0,0,6
235,2001,4,16,21,12,17,0,0,8
235,2002,1,8,26,2,11,2,0,8
235,2002,2,13,14,4,11,0,1,8
235,2002,3,18,24,5,14,1,1,7
235,2002,4,8,11,4,13,0,0,4
235,2003,1,12,9,3,6,0,0,7
235,2003,2,12,7,3,13,1,0,10
235,2003,3,9,18,5,9,0,2,14
235,2003,4,12,18,3,10,1,0,4
235,2004,1,7,17,1,10,0,1,2
235,2004,2,2,20,8,9,0,0,5
235,2004,3,10,11,8,7,0,0,4
235,2004,4,14,7,3,10,1,1,6
235,2005,1,5,27,6,26,0,0,9
235,2005,2,9,28,7,27,1,1,10
235,2005,3,6,19,1,13,0,0,7
235,2005,4,4,4,4,11,0,0,7
235,2006,1,3,16,5,13,0,0,5
235,2006,2,4,11,4,12,1,0,6
235,2006,3,1,28,0,9,0,0,6
235,2006,4,4,14,2,6,1,0,7
235,2007,1,1,9,4,10,1,0,0
235,2007,2,3,8,4,8,0,0,7
235,2007,3,5,11,4,16,0,0,3
235,2007,4,1,4,0,12,1,0,7
235,2008,1,2,15,6,7,1,0,4
235,2008,2,3,8,9,2,0,1,4
235,2008,3,5,14,3,7,1,1,7
235,2008,4,6,14,4,13,0,0,5
235,2009,1,0,16,6,6,1,0,0
235,2009,2,2,6,3,3,0,0,7
235,2009,3,0,5,3,6,1,0,6
235,2009,4,2,5,2,11,0,0,3
235,2010,1,2,17,5,6,0,0,4
235,2010,2,2,6,5,6,0,0,3
235,2010,3,8,7,3,2,0,0,4
235,2010,4,2,10,3,12,0,0,2
235,2011,1,1,9,4,7,0,0,4
235,2011,2,3,5,2,9,2,1,5
235,2011,3,5,8,7,7,4,0,3
235,2011,4,2,1,1,7,1,0,5
235,2012,1,3,22,5,3,1,0,3
235,2012,2,7,10,8,12,2,0,3
235,2012,3,5,14,4,7,3,0,8
235,2012,4,1,8,5,5,1,0,8
235,2013,1,2,3,5,4,1,0,3
235,2013,2,6,11,0,1,0,1,6
235,2013,3,2,4,3,6,4,0,9
235,2013,4,1,6,3,6,7,0,4
235,2014,1,8,14,8,2,2,0,2
235,2014,2,3,9,3,5,4,0,6
235,2014,3,12,25,1,2,5,0,2
235,2014,4,5,11,4,4,1,0,2
236,1988,1,10,24,25,19,0,0,10
236,1988,2,8,37,21,17,2,0,5
236,1988,3,11,41,14,17,7,1,11
236,1988,4,18,35,22,29,3,0,9
236,1989,1,14,30,30,40,3,0,10
236,1989,2,14,39,19,36,1,0,7
236,1989,3,20,34,20,30,3,1,3
236,1989,4,9,25,20,28,1,0,9
236,1990,1,9,30,29,39,2,0,16
236,1990,2,18,28,19,44,2,1,17
236,1990,3,18,25,20,20,4,1,12
236,1990,4,15,22,16,31,1,0,15
236,1991,1,32,36,21,31,1,0,14
236,1991,2,29,24,14,27,2,0,28
236,1991,3,27,22,21,26,0,1,20
236,1991,4,19,23,8,44,2,0,23
236,1992,1,26,24,13,30,1,0,32
236,1992,2,20,22,17,24,3,1,15
236,1992,3,35,40,15,28,4,1,32
236,1992,4,33,28,23,31,2,2,31
236,1993,1,17,30,5,28,1,1,28
236,1993,2,23,19,19,14,0,1,13
236,1993,3,31,27,14,26,1,0,15
236,1993,4,15,13,13,23,0,0,18
236,1994,1,11,47,12,19,0,0,14
236,1994,2,17,26,20,14,2,1,22
236,1994,3,10,19,9,16,1,0,17
236,1994,4,19,20,18,11,3,1,15
236,1995,1,11,26,9,18,2,0,19
236,1995,2,19,13,12,10,2,1,22
236,1995,3,26,16,10,16,5,3,15
236,1995,4,25,12,12,12,0,3,16
236,1996,1,17,17,8,10,0,1,14
236,1996,2,13,15,9,15,2,0,10
236,1996,3,13,14,10,12,1,0,16
236,1996,4,19,12,6,16,0,0,18
236,1997,1,13,13,11,13,0,0,13
236,1997,2,14,10,8,18,1,0,12
236,1997,3,11,13,6,8,0,0,10
236,1997,4,23,13,3,10,2,0,7
236,1998,1,15,12,10,11,1,0,9
236,1998,2,18,11,6,5,0,0,8
236,1998,3,16,10,6,10,1,0,16
236,1998,4,17,10,5,4,0,0,10
236,1999,1,10,13,4,8,0,1,5
236,1999,2,12,10,4,4,0,0,3
236,1999,3,9,6,12,5,0,1,12
236,1999,4,17,14,5,19,0,0,5
236,2000,1,23,10,18,18,0,0,7
236,2000,2,21,12,5,14,0,1,7
236,2000,3,17,14,10,15,0,2,10
236,2000,4,11,13,5,10,1,1,6
236,2001,1,10,13,8,8,0,0,9
236,2001,2,15,8,7,18,0,0,18
236,2001,3,17,15,3,20,0,1,14
236,2001,4,14,8,8,12,0,0,8
236,2002,1,18,17,6,19,1,0,11
236,2002,2,11,17,3,15,3,0,10
236,2002,3,5,8,3,7,3,0,5
236,2002,4,16,12,10,8,0,0,11
236,2003,1,6,8,3,11,0,2,5
236,2003,2,12,4,5,10,0,0,6
236,2003,3,17,20,3,6,2,0,7
236,2003,4,12,12,6,9,0,0,9
236,2004,1,7,11,1,10,0,0,9
236,2004,2,13,11,3,10,0,0,7
236,2004,3,9,4,5,7,0,0,7
236,2004,4,8,12,7,9,1,0,3
236,2005,1,4,19,7,15,2,0,12
236,2005,2,13,20,10,23,2,1,13
236,2005,3,5,11,8,12,0,0,5
236,2005,4,8,8,2,11,1,1,14
236,2006,1,2,14,5,5,1,0,6
236,2006,2,0,15,4,14,1,0,8
236,2006,3,3,8,2,19,1,0,3
236,2006,4,5,7,3,7,1,1,5
236,2007,1,2,8,1,5,0,0,6
236,2007,2,6,8,4,14,1,0,10
236,2007,3,1,5,2,15,0,0,5
236,2007,4,4,6,4,13,2,0,11
236,2008,1,4,10,6,6,0,0,5
236,2008,2,5,8,4,15,0,0,7
236,2008,3,3,7,1,3,0,0,6
236,2008,4,4,12,3,9,0,0,12
236,2009,1,3,14,5,7,0,0,8
236,2009,2,5,7,2,8,1,0,7
236,2009,3,4,7,1,7,1,0,9
236,2009,4,2,8,2,10,2,0,9
236,2010,1,1,14,3,6,1,0,10
236,2010,2,0,11,0,8,1,1,14
236,2010,3,6,13,5,5,0,0,7
236,2010,4,5,10,1,7,3,0,6
236,2011,1,4,9,7,9,3,0,6
236,2011,2,2,4,3,5,1,0,11
236,2011,3,4,3,0,7,2,0,7
236,2011,4,1,6,3,7,1,0,6
236,2012,1,3,11,5,4,2,0,8
236,2012,2,5,5,0,4,2,0,8
236,2012,3,3,5,2,4,1,0,3
236,2012,4,5,20,1,7,1,0,8
236,2013,1,3,12,0,4,1,1,7
236,2013,2,5,6,3,9,2,0,8
236,2013,3,0,4,5,5,0,0,0
236,2013,4,4,8,7,6,2,0,1
236,2014,1,5,5,3,5,2,0,4
236,2014,2,6,13,4,5,2,0,4
236,2014,3,5,9,3,3,2,0,2
236,2014,4,4,15,3,10,0,0,3
237,1988,1,23,58,11,54,3,0,8
237,1988,2,27,52,19,42,1,2,8
237,1988,3,22,42,40,50,2,1,13
237,1988,4,21,44,18,58,1,0,12
237,1989,1,31,83,39,63,0,4,13
237,1989,2,23,65,21,88,0,0,14
237,1989,3,36,57,27,58,1,1,17
237,1989,4,24,48,17,52,0,0,19
237,1990,1,23,56,29,55,0,1,14
237,1990,2,24,51,26,44,2,1,24
237,1990,3,35,39,25,33,0,4,17
237,1990,4,8,35,20,37,2,1,19
237,1991,1,25,32,19,30,4,0,14
237,1991,2,31,33,21,47,2,0,22
237,1991,3,34,31,35,47,3,1,20
237,1991,4,18,42,18,63,2,0,31
237,1992,1,24,28,11,25,2,0,31
237,1992,2,37,27,27,30,1,0,25
237,1992,3,31,24,19,30,3,1,26
237,1992,4,21,34,30,42,0,1,46
237,1993,1,17,49,13,46,0,0,33
237,1993,2,28,33,18,38,0,0,24
237,1993,3,28,43,31,35,1,2,21
237,1993,4,14,30,21,29,2,1,36
237,1994,1,20,39,21,18,2,0,40
237,1994,2,23,33,27,24,0,0,23
237,1994,3,18,17,16,20,0,0,23
237,1994,4,18,20,13,20,0,1,21
237,1995,1,18,23,16,18,0,1,17
237,1995,2,28,38,11,17,0,1,12
237,1995,3,29,35,25,22,0,3,8
237,1995,4,28,16,11,18,0,3,26
237,1996,1,18,23,9,8,0,1,19
237,1996,2,20,14,8,15,0,0,11
237,1996,3,24,11,14,9,1,3,10
237,1996,4,14,13,14,21,0,1,18
237,1997,1,16,23,15,25,0,0,12
237,1997,2,23,12,11,13,0,1,14
237,1997,3,20,13,12,14,0,0,17
237,1997,4,13,9,5,6,0,1,13
237,1998,1,13,22,5,11,0,0,4
237,1998,2,16,17,11,10,0,0,10
237,1998,3,18,25,7,15,1,1,23
237,1998,4,20,17,9,8,0,0,8
237,1999,1,12,8,10,7,0,1,8
237,1999,2,24,15,3,12,2,0,5
237,1999,3,22,8,6,10,0,0,15
237,1999,4,22,10,6,9,0,0,5
237,2000,1,13,14,9,16,0,0,8
237,2000,2,22,21,6,15,0,0,7
237,2000,3,15,19,4,21,1,0,17
237,2000,4,24,17,6,21,0,1,14
237,2001,1,14,17,15,12,0,1,17
237,2001,2,11,11,25,19,0,0,16
237,2001,3,19,19,8,28,1,0,32
237,2001,4,20,18,3,16,1,1,11
237,2002,1,18,18,6,25,1,1,13
237,2002,2,15,20,3,17,0,2,12
237,2002,3,19,20,7,22,1,0,2
237,2002,4,25,16,10,12,1,0,9
237,2003,1,21,13,9,14,0,0,16
237,2003,2,9,30,11,17,1,1,10
237,2003,3,20,24,6,9,0,0,16
237,2003,4,19,22,10,7,0,1,10
237,2004,1,13,22,9,14,0,1,1
237,2004,2,23,15,16,10,0,0,8
237,2004,3,16,5,10,10,0,2,10
237,2004,4,14,12,13,16,0,1,6
237,2005,1,19,27,5,25,3,1,15
237,2005,2,11,19,14,14,1,0,8
237,2005,3,19,14,5,14,0,0,8
237,2005,4,5,15,7,16,0,0,5
237,2006,1,11,12,3,17,0,0,6
237,2006,2,6,10,6,8,1,0,4
237,2006,3,10,14,5,10,2,0,10
237,2006,4,11,9,6,5,0,1,6
237,2007,1,7,10,6,8,0,0,10
237,2007,2,6,7,8,14,0,1,8
237,2007,3,4,7,4,7,1,1,7
237,2007,4,9,13,3,8,2,0,8
237,2008,1,9,6,11,12,1,0,6
237,2008,2,13,10,24,10,0,0,5
237,2008,3,9,9,8,12,0,0,17
237,2008,4,11,16,16,15,1,0,11
237,2009,1,2,14,3,6,2,0,15
237,2009,2,6,15,6,9,0,0,9
237,2009,3,3,6,1,7,2,1,7
237,2009,4,4,14,3,13,2,0,13
237,2010,1,2,23,4,10,0,0,10
237,2010,2,1,19,3,3,0,0,7
237,2010,3,4,15,4,8,0,0,5
237,2010,4,2,14,5,10,0,0,11
237,2011,1,9,15,10,9,3,0,10
237,2011,2,10,12,4,18,2,0,9
237,2011,3,1,5,3,10,3,0,8
237,2011,4,11,14,6,5,4,0,11
237,2012,1,5,14,3,8,3,0,4
237,2012,2,7,22,8,15,4,0,4
237,2012,3,6,15,9,9,4,1,13
237,2012,4,7,13,8,10,6,1,4
237,2013,1,5,19,3,10,5,0,1
237,2013,2,5,11,6,11,3,0,4
237,2013,3,5,16,9,3,3,0,4
237,2013,4,2,10,12,5,3,0,2
237,2014,1,2,17,7,4,1,0,9
237,2014,2,11,18,7,10,3,0,8
237,2014,3,1,28,3,10,2,0,2
237,2014,4,11,12,2,3,1,0,7
238,1988,1,7,13,13,11,0,0,4
238,1988,2,13,16,15,20,0,0,0
238,1988,3,14,14,11,8,1,0,1
238,1988,4,13,14,18,12,1,0,9
238,1989,1,20,23,11,20,0,0,8
238,1989,2,14,30,13,19,0,1,5
238,1989,3,23,16,20,13,0,0,7
238,1989,4,17,25,16,18,3,0,3
238,1990,1,10,31,19,20,1,0,8
238,1990,2,22,15,29,11,0,1,8
238,1990,3,14,17,15,19,1,0,17
238,1990,4,11,8,12,15,3,0,14
238,1991,1,13,13,15,16,1,0,11
238,1991,2,17,25,19,16,0,1,13
238,1991,3,13,9,16,18,0,0,10
238,1991,4,14,16,6,13,0,0,14
238,1992,1,13,9,10,8,0,0,15
238,1992,2,22,13,3,20,0,0,10
238,1992,3,11,16,6,5,2,0,10
238,1992,4,15,21,5,15,0,1,18
238,1993,1,15,11,6,16,1,0,12
238,1993,2,11,8,8,14,0,0,10
238,1993,3,15,12,11,11,0,4,3
238,1993,4,17,7,14,16,0,0,15
238,1994,1,8,5,9,8,1,0,6
238,1994,2,16,17,11,9,0,1,7
238,1994,3,9,9,5,9,0,0,1
238,1994,4,5,13,5,10,0,1,8
238,1995,1,10,10,9,10,0,0,7
238,1995,2,19,6,9,10,1,1,8
238,1995,3,9,7,8,6,0,0,1
238,1995,4,13,7,7,8,1,1,7
238,1996,1,14,6,3,9,1,1,10
238,1996,2,12,5,3,3,1,0,4
238,1996,3,10,9,4,2,0,1,3
238,1996,4,10,9,3,6,1,0,3
238,1997,1,7,8,5,4,0,0,5
238,1997,2,32,4,4,4,0,1,4
238,1997,3,11,6,3,7,0,0,3
238,1997,4,3,6,3,5,0,0,4
238,1998,1,7,11,5,3,0,0,2
238,1998,2,10,6,2,6,0,0,1
238,1998,3,18,10,6,3,0,0,6
238,1998,4,2,7,2,3,1,0,6
238,1999,1,6,10,2,1,0,0,2
238,1999,2,3,5,2,4,0,0,1
238,1999,3,14,10,1,2,0,0,2
238,1999,4,13,11,0,3,0,0,3
238,2000,1,3,6,2,5,0,0,3
238,2000,2,11,8,1,6,0,0,1
238,2000,3,23,7,2,6,0,1,2
238,2000,4,18,11,3,4,0,0,1
238,2001,1,9,11,2,6,0,0,4
238,2001,2,14,21,3,7,0,0,3
238,2001,3,3,15,4,11,0,1,8
238,2001,4,12,8,2,7,0,3,6
238,2002,1,7,8,5,5,0,0,2
238,2002,2,11,9,4,13,1,0,3
238,2002,3,17,11,3,7,0,1,1
238,2002,4,9,8,3,5,0,0,2
238,2003,1,9,15,6,5,0,1,3
238,2003,2,21,5,5,3,1,0,4
238,2003,3,13,4,3,13,1,0,8
238,2003,4,9,7,2,2,1,0,3
238,2004,1,18,6,3,5,1,0,0
238,2004,2,7,8,1,8,1,0,3
238,2004,3,6,3,2,6,0,0,3
238,2004,4,6,2,1,3,1,0,4
238,2005,1,4,11,6,19,0,1,2
238,2005,2,8,8,2,19,0,0,1
238,2005,3,17,4,0,4,0,0,1
238,2005,4,4,2,4,9,0,0,0
238,2006,1,1,4,2,15,0,0,0
238,2006,2,4,3,2,11,0,0,1
238,2006,3,6,4,3,8,0,0,0
238,2006,4,4,5,2,5,1,0,3
238,2007,1,0,1,1,7,0,0,2
238,2007,2,5,5,3,6,0,1,3
238,2007,3,3,2,4,6,0,0,4
238,2007,4,2,3,4,3,0,0,2
238,2008,1,5,6,3,4,0,0,2
238,2008,2,2,3,3,7,0,0,3
238,2008,3,1,6,0,6,0,0,3
238,2008,4,8,4,4,4,0,0,5
238,2009,1,1,8,4,4,1,1,2
238,2009,2,5,2,2,4,0,1,1
238,2009,3,1,2,1,1,0,0,1
238,2009,4,8,9,2,4,1,0,3
238,2010,1,3,10,2,5,0,0,1
238,2010,2,2,8,3,1,0,0,0
238,2010,3,0,4,1,4,0,0,2
238,2010,4,4,6,0,5,0,0,2
238,2011,1,1,6,1,3,0,0,0
238,2011,2,4,2,0,1,0,0,1
238,2011,3,1,1,1,2,2,0,0
238,2011,4,3,3,3,2,2,0,1
238,2012,1,1,1,2,2,0,0,1
238,2012,2,5,5,1,3,0,0,1
238,2012,3,2,1,3,2,1,0,2
238,2012,4,5,4,1,1,0,0,1
238,2013,1,1,4,2,2,0,0,0
238,2013,2,3,5,2,5,0,0,5
238,2013,3,2,1,3,1,0,0,2
238,2013,4,1,9,2,4,2,0,1
238,2014,1,2,6,0,1,1,0,1
238,2014,2,1,1,1,5,2,0,0
238,2014,3,5,6,0,3,0,1,0
238,2014,4,1,3,2,2,1,1,0
239,1988,1,2,10,2,6,1,0,0
239,1988,2,1,18,0,19,0,0,0
239,1988,3,0,9,2,8,0,0,0
239,1988,4,1,15,2,5,0,0,3
239,1989,1,2,34,0,15,1,0,3
239,1989,2,2,35,2,14,0,0,0
239,1989,3,1,31,1,9,0,0,4
239,1989,4,1,18,1,9,0,1,3
239,1990,1,4,16,0,6,0,0,2
239,1990,2,2,29,1,13,0,0,2
239,1990,3,7,32,4,13,1,0,4
239,1990,4,2,12,0,6,0,0,2
239,1991,1,6,19,5,5,1,0,4
239,1991,2,4,26,0,9,0,0,2
239,1991,3,2,14,5,3,0,0,1
239,1991,4,4,19,2,6,1,1,3
239,1992,1,1,5,1,1,0,0,4
239,1992,2,2,16,1,3,0,0,2
239,1992,3,1,11,1,2,0,0,2
239,1992,4,2,7,4,8,0,0,5
239,1993,1,1,21,1,7,0,0,2
239,1993,2,3,10,0,5,0,0,0
239,1993,3,2,11,2,6,0,0,8
239,1993,4,0,6,0,6,0,0,2
239,1994,1,1,12,2,3,0,0,5
239,1994,2,1,5,1,2,0,1,3
239,1994,3,1,6,0,1,0,0,3
239,1994,4,2,6,2,1,0,0,0
239,1995,1,0,5,1,2,0,0,2
239,1995,2,0,7,0,2,0,0,0
239,1995,3,0,8,1,4,0,0,1
239,1995,4,4,5,1,4,0,0,1
239,1996,1,0,1,0,1,0,0,3
239,1996,2,3,1,0,2,0,0,0
239,1996,3,0,5,0,1,0,0,0
239,1996,4,0,5,0,0,0,0,2
