rd,year,Q,AGG,BTFV,BURG,GTA,GTP,HOM,ROBB
1407,2010,2,0,10,2,9,1,0,2
1407,2010,3,1,14,5,12,0,0,1
1407,2010,4,1,11,9,9,0,0,1
1407,2011,1,1,7,4,20,4,0,0
1407,2011,2,0,12,2,7,3,0,2
1407,2011,3,1,13,10,14,4,0,2
1407,2011,4,1,10,6,15,4,0,2
1407,2012,1,0,8,1,15,1,0,2
1407,2012,2,2,8,0,10,4,0,3
1407,2012,3,1,6,1,18,1,0,3
1407,2012,4,1,10,9,14,2,0,2
1407,2013,1,1,6,5,15,3,0,0
1407,2013,2,0,12,7,7,5,0,4
1407,2013,3,2,3,4,12,0,0,2
1407,2013,4,1,17,3,3,5,0,2
1407,2014,1,0,13,11,5,3,0,0
1407,2014,2,2,9,8,5,2,0,1
1407,2014,3,0,8,5,14,0,0,0
1407,2014,4,2,20,6,7,2,0,1
1408,1988,1,1,3,3,2,0,0,1
1408,1988,2,0,1,0,3,1,0,0
1408,1988,3,0,1,0,1,0,0,1
1408,1988,4,0,1,2,0,0,0,0
1408,1989,1,0,2,1,0,0,0,1
1408,1989,2,2,3,1,2,0,0,0
1408,1989,3,0,0,3,2,0,0,0
1408,1989,4,1,0,0,3,0,0,0
1408,1990,1,1,0,0,1,0,0,0
1408,1990,2,1,0,0,1,0,0,1
1408,1990,3,0,1,0,2,0,0,2
1408,1990,4,0,0,0,1,1,0,0
1408,1991,1,0,2,3,0,0,0,0
1408,1991,2,1,1,0,1,0,0,0
1408,1991,3,0,1,1,1,0,0,0
1408,1991,4,1,1,0,3,0,0,0
1408,1992,1,3,6,4,5,0,0,4
1408,1992,2,3,1,2,1,0,1,3
1408,1992,3,1,1,0,1,0,0,0
1408,1992,4,3,0,0,1,0,0,0
1408,1993,1,0,2,2,2,0,0,0
1408,1993,2,1,0,1,1,0,0,0
1408,1993,3,0,0,1,0,0,0,0
1408,1993,4,1,1,0,0,0,0,0
1408,1994,1,0,0,0,1,0,0,0
1408,1994,2,1,1,1,0,0,0,0
1408,1994,3,0,0,0,1,0,0,0
1408,1994,4,1,0,1,1,0,0,0
1408,1995,1,0,0,0,1,0,0,0
1408,1995,2,1,0,0,0,0,0,0
1408,1995,3,0,0,1,0,0,0,0
1408,1995,4,2,0,0,2,0,0,0
1408,1996,1,0,1,0,0,1,0,0
1408,1996,2,0,1,0,0,0,0,0
1408,1996,3,0,1,0,0,0,0,0
1408,1996,4,0,0,0,0,0,0,0
1408,1997,1,0,1,0,0,0,0,0
1408,1997,2,0,0,0,0,0,0,0
1408,1997,3,0,0,1,0,0,0,0
1408,1997,4,1,0,0,0,0,0,0
1408,1998,1,0,0,0,0,0,0,0
1408,1998,2,0,0,0,0,0,0,0
1408,1998,3,0,2,2,0,0,0,0
1408,1998,4,0,0,0,0,0,0,0
1408,1999,1,0,0,0,0,0,0,0
1408,1999,2,0,0,0,0,0,0,0
1408,1999,3,0,0,0,0,0,0,0
1408,1999,4,0,0,0,0,0,0,0
1408,2000,1,0,1,0,0,0,0,0
1408,2000,2,0,0,0,0,0,0,0
1408,2000,3,0,1,0,1,0,0,0
1408,2000,4,0,0,0,0,0,0,0
1408,2001,1,0,1,0,1,0,0,0
1408,2001,2,1,0,0,0,0,0,0
1408,2001,3,0,0,0,1,0,0,0
1408,2001,4,0,0,0,0,0,0,0
1408,2002,1,0,2,1,3,0,0,0
1408,2002,2,0,0,0,1,0,0,0
1408,2002,3,0,1,0,0,0,0,0
1408,2002,4,0,0,0,0,0,0,0
1408,2003,1,0,0,0,0,0,0,0
1408,2003,2,0,1,0,0,0,0,0
1408,2003,3,0,0,0,0,0,0,0
1408,2003,4,0,0,0,0,0,0,0
1408,2004,1,1,0,1,0,0,0,0
1408,2004,2,0,0,0,0,0,0,1
1408,2004,3,0,0,1,0,0,0,0
1408,2004,4,0,0,0,0,0,0,0
1408,2005,1,0,3,0,0,0,0,1
1408,2005,2,0,2,0,1,0,0,0
1408,2005,3,0,1,0,0,0,0,0
1408,2005,4,0,0,0,0,0,0,0
1408,2006,1,0,2,1,0,0,0,0
1408,2006,2,0,2,0,1,0,0,0
1408,2006,3,0,1,0,0,0,0,0
1408,2006,4,0,0,1,0,0,0,0
1408,2007,1,0,0,0,0,0,0,0
1408,2007,2,0,1,0,0,0,0,0
1408,2007,3,0,3,0,1,0,0,0
1408,2007,4,0,0,0,0,0,0,0
1408,2008,1,0,2,0,0,0,0,0
1408,2008,2,0,0,0,0,0,0,0
1408,2008,3,0,0,0,0,0,0,0
1408,2008,4,0,0,0,0,0,0,0
1408,2009,1,0,0,1,0,0,0,0
1408,2009,2,2,0,0,0,0,0,0
1408,2009,3,0,0,0,0,0,0,0
1408,2009,4,0,0,0,0,0,0,0
1408,2010,1,0,0,0,0,0,0,0
1408,2010,2,0,0,0,0,0,0,0
1408,2010,3,0,0,1,0,0,0,0
1408,2010,4,0,0,2,0,0,0,0
1408,2011,1,0,0,1,0,0,0,0
1408,2011,2,0,0,1,0,0,0,1
1408,2011,3,1,0,1,0,0,0,0
1408,2011,4,1,0,0,0,0,0,0
1408,2012,1,0,0,0,0,0,0,0
1408,2012,2,0,0,0,1,0,0,0
1408,2012,3,0,0,1,0,1,0,0
1408,2012,4,0,0,0,0,0,0,0
1408,2013,1,0,1,1,0,0,0,0
1408,2013,2,0,0,0,0,0,0,0
1408,2013,3,0,0,0,0,0,0,0
1408,2013,4,0,0,0,0,0,0,0
1408,2014,1,0,0,0,0,0,0,0
1408,2014,2,0,0,0,0,0,0,0
1408,2014,3,0,0,1,0,0,0,0
1408,2014,4,0,0,0,0,0,0,0
1409,1988,1,3,51,14,17,0,0,7
1409,1988,2,6,47,22,29,0,0,2
1409,1988,3,8,43,23,22,2,0,7
1409,1988,4,7,28,9,15,0,0,9
1409,1989,1,7,23,19,17,1,0,6
1409,1989,2,5,55,17,39,0,0,5
1409,1989,3,10,32,8,25,0,0,7
1409,1989,4,8,28,18,25,0,0,12
1409,1990,1,7,35,11,34,0,0,11
1409,1990,2,9,34,16,19,1,0,7
1409,1990,3,9,34,17,22,0,0,8
1409,1990,4,7,38,19,27,0,0,12
1409,1991,1,4,41,23,25,0,1,7
1409,1991,2,7,49,13,35,0,0,7
1409,1991,3,14,28,17,26,2,2,4
1409,1991,4,7,42,11,32,1,0,10
1409,1992,1,2,14,12,15,1,0,16
1409,1992,2,9,23,14,25,0,0,9
1409,1992,3,9,22,19,29,0,1,14
1409,1992,4,7,28,22,31,1,0,5
1409,1993,1,7,44,15,19,0,0,7
1409,1993,2,8,26,14,38,0,0,9
1409,1993,3,2,32,21,22,0,0,13
1409,1993,4,8,39,28,22,1,1,13
1409,1994,1,4,20,10,15,0,0,7
1409,1994,2,7,38,23,29,0,0,5
1409,1994,3,10,32,37,22,1,1,6
1409,1994,4,8,38,18,20,1,0,16
1409,1995,1,9,30,30,18,1,0,14
1409,1995,2,8,21,10,29,0,0,9
1409,1995,3,8,33,11,28,1,0,13
1409,1995,4,12,24,21,26,0,0,9
1409,1996,1,8,30,10,20,2,0,5
1409,1996,2,8,41,9,13,0,0,7
1409,1996,3,6,27,4,15,0,0,2
1409,1996,4,3,20,9,14,1,0,6
1409,1997,1,6,18,5,26,0,0,4
1409,1997,2,8,12,11,15,1,0,3
1409,1997,3,5,6,9,12,2,0,9
1409,1997,4,4,23,18,23,0,0,5
1409,1998,1,6,24,10,22,0,0,11
1409,1998,2,15,29,6,13,0,0,4
1409,1998,3,10,19,3,7,0,0,5
1409,1998,4,10,30,7,23,1,1,3
1409,1999,1,8,17,6,4,1,0,9
1409,1999,2,4,19,8,10,0,0,5
1409,1999,3,11,23,7,13,0,0,7
1409,1999,4,9,13,8,12,0,0,3
1409,2000,1,12,20,3,14,0,0,3
1409,2000,2,7,18,10,5,1,0,4
1409,2000,3,4,21,6,12,0,0,10
1409,2000,4,9,21,6,18,2,0,5
1409,2001,1,5,16,9,18,0,0,6
1409,2001,2,3,23,5,11,0,0,3
1409,2001,3,14,21,10,18,0,0,6
1409,2001,4,7,14,12,12,0,0,7
1409,2002,1,4,19,11,17,1,0,7
1409,2002,2,3,19,7,13,1,0,6
1409,2002,3,6,25,8,18,0,0,8
1409,2002,4,3,20,19,11,0,0,7
1409,2003,1,4,10,18,10,0,0,3
1409,2003,2,5,17,18,9,0,0,10
1409,2003,3,3,8,5,11,0,0,5
1409,2003,4,5,14,5,9,1,0,9
1409,2004,1,4,20,10,5,0,0,6
1409,2004,2,5,19,14,9,1,0,3
1409,2004,3,1,33,14,13,0,0,4
1409,2004,4,4,10,5,10,0,0,2
1409,2005,1,2,35,16,11,2,0,14
1409,2005,2,4,19,15,17,0,0,8
1409,2005,3,4,9,4,10,0,0,11
1409,2005,4,1,16,10,6,1,0,2
1409,2006,1,0,14,5,5,0,0,5
1409,2006,2,3,3,6,8,0,0,4
1409,2006,3,3,19,6,10,0,0,5
1409,2006,4,1,8,5,10,0,0,9
1409,2007,1,0,6,8,8,0,0,8
1409,2007,2,1,13,3,15,0,0,5
1409,2007,3,1,7,2,8,0,0,4
1409,2007,4,2,7,8,6,1,0,3
1409,2008,1,1,8,8,4,0,0,5
1409,2008,2,0,4,10,4,0,0,5
1409,2008,3,0,4,5,4,0,0,6
1409,2008,4,0,10,9,4,0,0,3
1409,2009,1,2,11,13,7,0,0,4
1409,2009,2,1,15,1,6,0,0,2
1409,2009,3,2,11,5,8,0,0,3
1409,2009,4,2,8,10,6,0,0,5
1409,2010,1,1,10,5,5,0,0,10
1409,2010,2,1,8,2,9,0,0,3
1409,2010,3,0,9,1,8,0,0,1
1409,2010,4,2,7,6,6,0,0,3
1409,2011,1,3,9,4,3,1,0,4
1409,2011,2,0,6,4,4,2,0,0
1409,2011,3,0,7,5,4,2,0,5
1409,2011,4,2,10,3,5,3,0,2
1409,2012,1,0,11,7,8,2,0,1
1409,2012,2,0,7,2,1,1,1,2
1409,2012,3,1,4,3,5,2,0,1
1409,2012,4,1,9,8,4,1,0,1
1409,2013,1,2,6,5,3,0,0,1
1409,2013,2,2,8,5,1,1,0,1
1409,2013,3,1,6,4,5,2,0,1
1409,2013,4,1,3,2,2,4,0,1
1409,2014,1,1,1,3,4,2,0,2
1409,2014,2,2,4,4,1,1,0,3
1409,2014,3,8,10,4,5,3,0,2
1409,2014,4,1,13,1,7,3,0,1
1411;1431;1441,1988,1,41,105,58,48,9,1,18
1411;1431;1441,1988,2,37,80,53,55,6,1,17
1411;1431;1441,1988,3,38,134,65,81,8,0,26
1411;1431;1441,1988,4,26,100,47,54,1,1,31
1411;1431;1441,1989,1,24,82,44,46,3,0,18
1411;1431;1441,1989,2,28,149,64,57,3,0,27
1411;1431;1441,1989,3,51,136,49,43,4,0,23
1411;1431;1441,1989,4,36,46,39,27,1,0,13
1411;1431;1441,1990,1,20,75,41,33,3,0,14
1411;1431;1441,1990,2,45,94,41,44,2,0,20
1411;1431;1441,1990,3,49,126,82,49,4,1,29
1411;1431;1441,1990,4,30,91,87,44,3,1,30
1411;1431;1441,1991,1,25,86,68,32,2,0,18
1411;1431;1441,1991,2,43,128,66,56,3,0,21
1411;1431;1441,1991,3,34,136,66,51,8,0,33
1411;1431;1441,1991,4,17,99,84,34,5,0,27
1411;1431;1441,1992,1,22,83,44,35,2,0,22
1411;1431;1441,1992,2,36,186,40,54,6,0,25
1411;1431;1441,1992,3,41,350,80,54,3,1,24
1411;1431;1441,1992,4,18,160,74,46,3,1,20
1411;1431;1441,1993,1,23,176,62,29,5,0,9
1411;1431;1441,1993,2,28,180,51,33,2,0,15
1411;1431;1441,1993,3,24,249,51,32,5,0,18
1411;1431;1441,1993,4,25,154,61,17,4,1,19
1411;1431;1441,1994,1,20,220,61,33,2,0,14
1411;1431;1441,1994,2,27,240,39,23,4,0,16
1411;1431;1441,1994,3,23,240,47,27,2,1,25
1411;1431;1441,1994,4,14,192,37,30,2,0,17
1411;1431;1441,1995,1,29,150,56,20,3,0,12
1411;1431;1441,1995,2,25,241,29,41,3,1,15
1411;1431;1441,1995,3,43,276,28,33,3,0,24
1411;1431;1441,1995,4,17,194,29,24,2,0,15
1411;1431;1441,1996,1,21,136,29,21,1,1,16
1411;1431;1441,1996,2,26,202,31,32,5,1,13
1411;1431;1441,1996,3,29,183,32,19,6,2,17
1411;1431;1441,1996,4,16,126,24,26,1,0,13
1411;1431;1441,1997,1,22,68,20,21,2,1,12
1411;1431;1441,1997,2,21,73,40,32,4,1,15
1411;1431;1441,1997,3,23,96,14,21,1,0,15
1411;1431;1441,1997,4,20,67,28,20,2,0,8
1411;1431;1441,1998,1,19,77,25,23,1,0,9
1411;1431;1441,1998,2,16,42,13,23,2,0,8
1411;1431;1441,1998,3,28,65,14,35,0,0,9
1411;1431;1441,1998,4,15,51,10,17,2,0,9
1411;1431;1441,1999,1,9,33,20,15,2,0,7
1411;1431;1441,1999,2,15,38,5,19,1,0,5
1411;1431;1441,1999,3,18,28,11,20,0,0,8
1411;1431;1441,1999,4,12,23,9,14,1,0,6
1411;1431;1441,2000,1,15,26,9,14,1,0,10
1411;1431;1441,2000,2,18,47,20,16,3,0,8
1411;1431;1441,2000,3,15,48,20,17,3,0,11
1411;1431;1441,2000,4,13,17,23,11,0,0,7
1411;1431;1441,2001,1,12,17,13,12,5,0,8
1411;1431;1441,2001,2,21,27,20,20,2,0,4
1411;1431;1441,2001,3,12,37,15,18,2,0,8
1411;1431;1441,2001,4,10,29,19,29,1,0,3
1411;1431;1441,2002,1,10,30,16,14,1,0,8
1411;1431;1441,2002,2,12,50,15,17,1,0,8
1411;1431;1441,2002,3,11,32,14,26,2,0,10
1411;1431;1441,2002,4,7,40,8,26,2,0,7
1411;1431;1441,2003,1,8,49,15,14,3,0,3
1411;1431;1441,2003,2,7,45,24,21,1,0,6
1411;1431;1441,2003,3,11,28,19,22,1,1,14
1411;1431;1441,2003,4,10,13,15,17,0,0,6
1411;1431;1441,2004,1,2,34,14,19,2,1,10
1411;1431;1441,2004,2,3,32,9,12,0,0,4
1411;1431;1441,2004,3,14,30,30,20,2,2,16
1411;1431;1441,2004,4,6,21,15,14,1,0,7
1411;1431;1441,2005,1,10,55,45,24,1,2,14
1411;1431;1441,2005,2,13,65,21,33,5,1,17
1411;1431;1441,2005,3,15,37,34,22,4,0,14
1411;1431;1441,2005,4,6,20,17,12,2,0,11
1411;1431;1441,2006,1,4,14,22,16,0,1,7
1411;1431;1441,2006,2,8,19,9,11,3,0,8
1411;1431;1441,2006,3,11,19,25,13,1,0,11
1411;1431;1441,2006,4,1,14,20,11,4,0,11
1411;1431;1441,2007,1,6,18,19,21,3,0,8
1411;1431;1441,2007,2,4,19,11,15,4,0,9
1411;1431;1441,2007,3,11,22,16,13,2,0,10
1411;1431;1441,2007,4,9,30,5,1,3,0,7
1411;1431;1441,2008,1,5,22,13,3,0,0,10
1411;1431;1441,2008,2,11,12,18,13,3,0,9
1411;1431;1441,2008,3,7,37,19,11,1,0,9
1411;1431;1441,2008,4,11,24,12,5,1,0,14
1411;1431;1441,2009,1,6,14,21,9,1,0,8
1411;1431;1441,2009,2,8,14,13,4,3,0,12
1411;1431;1441,2009,3,5,20,20,14,2,0,11
1411;1431;1441,2009,4,5,24,17,5,2,0,6
1411;1431;1441,2010,1,5,37,13,6,1,0,10
1411;1431;1441,2010,2,11,36,14,11,3,0,7
1411;1431;1441,2010,3,10,47,13,16,2,0,13
1411;1431;1441,2010,4,8,25,21,10,3,0,7
1411;1431;1441,2011,1,13,17,30,7,23,0,9
1411;1431;1441,2011,2,22,22,32,20,22,0,8
1411;1431;1441,2011,3,13,30,21,11,18,0,9
1411;1431;1441,2011,4,11,9,16,5,14,0,12
1411;1431;1441,2012,1,12,21,15,10,15,0,4
1411;1431;1441,2012,2,14,28,13,5,19,0,7
1411;1431;1441,2012,3,10,38,19,12,35,0,14
1411;1431;1441,2012,4,6,20,25,8,16,0,6
1411;1431;1441,2013,1,14,27,15,8,19,0,7
1411;1431;1441,2013,2,19,20,19,10,22,0,7
1411;1431;1441,2013,3,18,25,14,12,37,0,13
1411;1431;1441,2013,4,12,22,20,8,25,1,10
1411;1431;1441,2014,1,13,21,12,15,33,0,13
1411;1431;1441,2014,2,28,17,14,12,27,0,14
1411;1431;1441,2014,3,30,14,20,9,31,0,13
1411;1431;1441,2014,4,12,22,24,18,14,0,10
1412,1988,1,13,29,17,16,2,0,1
1412,1988,2,7,49,23,23,1,0,1
1412,1988,3,9,67,33,15,1,0,9
1412,1988,4,5,31,13,17,1,0,9
1412,1989,1,8,40,15,17,0,0,4
1412,1989,2,16,70,19,21,2,0,12
1412,1989,3,13,65,16,12,3,0,8
1412,1989,4,11,23,14,10,0,0,5
1412,1990,1,12,37,16,18,1,0,6
1412,1990,2,12,36,23,14,3,0,7
1412,1990,3,14,46,24,27,0,0,9
1412,1990,4,10,47,34,14,2,0,6
1412,1991,1,11,67,35,13,2,0,7
1412,1991,2,9,62,23,17,1,0,14
1412,1991,3,15,61,32,16,0,0,12
1412,1991,4,7,41,31,25,2,0,10
1412,1992,1,12,50,15,11,1,1,12
1412,1992,2,7,59,25,16,0,0,16
1412,1992,3,11,94,24,31,2,0,10
1412,1992,4,10,84,44,18,0,0,9
1412,1993,1,7,74,20,13,4,1,8
1412,1993,2,21,87,25,23,0,0,11
1412,1993,3,11,77,53,25,2,0,11
1412,1993,4,9,46,22,15,2,0,6
1412,1994,1,12,82,16,15,0,0,8
1412,1994,2,9,43,24,12,0,0,5
1412,1994,3,13,65,14,17,1,0,16
1412,1994,4,6,51,22,11,0,0,10
1412,1995,1,15,41,24,12,0,0,6
1412,1995,2,7,54,13,10,0,0,6
1412,1995,3,13,61,17,24,0,0,11
1412,1995,4,8,35,19,11,1,0,11
1412,1996,1,12,34,7,6,2,0,6
1412,1996,2,8,56,14,15,6,0,9
1412,1996,3,11,65,15,4,1,0,3
1412,1996,4,5,36,14,13,0,0,6
1412,1997,1,3,34,13,18,0,0,10
1412,1997,2,8,38,9,7,0,0,4
1412,1997,3,8,24,6,10,1,0,2
1412,1997,4,6,14,14,12,1,0,7
1412,1998,1,4,23,14,7,0,0,6
1412,1998,2,10,20,9,13,1,0,2
1412,1998,3,10,12,16,10,0,0,3
1412,1998,4,11,25,6,7,0,0,8
1412,1999,1,6,24,7,5,1,0,7
1412,1999,2,5,20,5,6,0,0,2
1412,1999,3,5,10,12,6,0,0,6
1412,1999,4,3,18,7,4,0,0,7
1412,2000,1,9,21,5,3,1,0,2
1412,2000,2,7,29,6,6,1,0,6
1412,2000,3,6,27,4,3,0,0,5
1412,2000,4,8,7,4,1,0,0,6
1412,2001,1,7,7,7,3,0,0,4
1412,2001,2,8,28,8,2,1,0,4
1412,2001,3,0,13,2,4,1,1,2
1412,2001,4,3,16,6,13,0,0,2
1412,2002,1,7,10,4,7,0,0,2
1412,2002,2,4,20,7,3,0,0,3
1412,2002,3,8,8,5,7,0,1,1
1412,2002,4,2,14,13,8,0,0,4
1412,2003,1,5,23,6,5,0,0,5
1412,2003,2,7,20,7,11,0,0,3
1412,2003,3,2,12,5,15,0,0,4
1412,2003,4,4,6,4,10,0,0,5
1412,2004,1,2,17,7,2,0,0,1
1412,2004,2,3,7,7,2,1,0,4
1412,2004,3,4,7,6,5,2,0,4
1412,2004,4,4,18,5,7,0,0,3
1412,2005,1,6,25,12,11,1,0,8
1412,2005,2,13,40,14,11,2,0,6
1412,2005,3,5,13,14,5,0,1,6
1412,2005,4,8,14,4,4,0,0,5
1412,2006,1,6,6,7,6,0,0,5
1412,2006,2,7,8,7,6,0,0,4
1412,2006,3,6,10,4,3,0,1,4
1412,2006,4,2,10,3,3,0,0,3
1412,2007,1,5,4,3,2,0,0,1
1412,2007,2,5,7,1,2,0,0,4
1412,2007,3,2,6,4,4,0,0,5
1412,2007,4,5,10,5,3,2,0,8
1412,2008,1,4,20,4,4,2,1,0
1412,2008,2,5,8,8,11,0,0,4
1412,2008,3,5,14,13,6,1,0,4
1412,2008,4,4,6,1,6,0,0,5
1412,2009,1,4,7,5,7,1,0,2
1412,2009,2,5,10,4,7,0,0,3
1412,2009,3,7,7,7,8,1,0,6
1412,2009,4,2,15,7,1,0,0,2
1412,2010,1,2,21,4,5,0,0,4
1412,2010,2,8,22,11,5,1,0,5
1412,2010,3,3,16,5,7,0,0,7
1412,2010,4,0,7,7,7,1,0,5
1412,2011,1,2,6,10,7,7,1,4
1412,2011,2,10,9,6,5,3,0,4
1412,2011,3,4,12,3,3,7,0,6
1412,2011,4,2,10,11,4,7,0,0
1412,2012,1,3,16,8,3,12,0,4
1412,2012,2,2,8,14,12,13,0,14
1412,2012,3,4,18,10,2,15,0,4
1412,2012,4,7,7,9,3,6,0,2
1412,2013,1,9,9,5,4,6,0,0
1412,2013,2,5,8,5,2,8,0,7
1412,2013,3,19,7,6,7,7,1,5
1412,2013,4,2,6,9,2,8,0,4
1412,2014,1,7,19,7,4,15,0,1
1412,2014,2,10,11,4,2,5,0,4
1412,2014,3,10,7,7,1,7,0,3
1412,2014,4,6,10,5,1,4,0,3
1413,1988,1,46,40,21,15,0,0,20
1413,1988,2,45,36,27,23,1,1,18
1413,1988,3,49,48,33,23,0,1,22
1413,1988,4,29,35,33,21,0,0,19
1413,1989,1,29,28,10,28,1,0,20
1413,1989,2,22,51,8,18,0,0,22
1413,1989,3,33,37,17,24,0,0,18
1413,1989,4,23,18,7,12,0,0,17
1413,1990,1,31,24,28,18,0,1,21
1413,1990,2,21,22,18,19,0,2,18
1413,1990,3,24,39,17,16,0,1,9
1413,1990,4,20,25,13,15,0,1,16
1413,1991,1,14,28,16,17,0,0,17
1413,1991,2,20,41,13,17,1,0,11
1413,1991,3,37,51,14,19,1,0,28
1413,1991,4,25,34,19,21,1,0,14
1413,1992,1,12,32,34,11,0,0,10
1413,1992,2,39,58,33,19,0,2,12
1413,1992,3,21,59,29,20,1,1,15
1413,1992,4,15,38,15,17,0,0,16
1413,1993,1,9,57,24,21,1,0,7
1413,1993,2,21,30,21,11,0,1,10
1413,1993,3,7,49,33,14,1,0,16
1413,1993,4,21,35,27,9,0,0,5
1413,1994,1,30,52,10,12,0,1,4
1413,1994,2,28,26,31,12,0,1,3
1413,1994,3,23,24,16,8,0,0,9
1413,1994,4,7,26,12,10,0,1,8
1413,1995,1,16,33,14,17,0,1,12
1413,1995,2,12,33,12,9,0,1,5
1413,1995,3,9,44,15,12,0,0,3
1413,1995,4,6,21,16,9,0,1,6
1413,1996,1,8,22,11,12,0,0,7
1413,1996,2,6,24,14,4,1,0,4
1413,1996,3,15,30,12,8,0,0,9
1413,1996,4,8,34,7,13,0,0,9
1413,1997,1,16,25,6,9,0,0,16
1413,1997,2,11,33,5,15,0,1,5
1413,1997,3,11,23,4,13,0,1,3
1413,1997,4,10,15,6,5,1,0,3
1413,1998,1,15,16,14,16,0,0,5
1413,1998,2,13,13,4,4,1,0,6
1413,1998,3,9,8,9,10,0,0,2
1413,1998,4,6,11,8,7,0,0,6
1413,1999,1,6,20,4,5,0,0,1
1413,1999,2,4,16,2,5,0,0,3
1413,1999,3,13,16,5,5,0,1,6
1413,1999,4,11,15,7,8,0,0,3
1413,2000,1,12,18,6,3,0,0,2
1413,2000,2,7,34,8,11,0,0,5
1413,2000,3,15,33,6,10,0,2,7
1413,2000,4,10,10,8,3,0,1,5
1413,2001,1,6,3,7,7,0,0,4
1413,2001,2,6,11,6,10,0,0,10
1413,2001,3,9,30,4,8,0,1,4
1413,2001,4,10,8,5,5,0,3,4
1413,2002,1,6,12,7,7,0,0,9
1413,2002,2,3,32,8,12,0,1,8
1413,2002,3,9,18,5,8,0,2,4
1413,2002,4,8,21,5,4,1,4,1
1413,2003,1,5,26,6,4,1,1,2
1413,2003,2,6,16,3,9,0,0,5
1413,2003,3,7,18,11,10,0,0,5
1413,2003,4,6,13,3,3,0,0,1
1413,2004,1,4,14,2,8,2,0,1
1413,2004,2,6,15,5,5,0,0,2
1413,2004,3,7,19,8,7,0,0,11
1413,2004,4,2,21,3,3,0,1,3
1413,2005,1,7,20,9,13,0,0,4
1413,2005,2,3,29,9,16,2,0,10
1413,2005,3,6,19,6,7,0,0,2
1413,2005,4,2,8,7,9,0,0,4
1413,2006,1,2,5,5,7,0,0,0
1413,2006,2,2,13,6,7,0,0,5
1413,2006,3,6,7,3,8,0,0,6
1413,2006,4,5,7,5,4,0,0,5
1413,2007,1,3,8,9,3,0,0,3
1413,2007,2,3,5,9,6,0,0,4
1413,2007,3,4,7,4,0,1,0,1
1413,2007,4,2,7,4,4,0,0,5
1413,2008,1,0,5,8,4,0,0,0
1413,2008,2,1,7,4,5,1,0,5
1413,2008,3,7,7,7,6,0,1,6
1413,2008,4,2,9,5,5,0,0,1
1413,2009,1,0,5,7,3,0,0,1
1413,2009,2,3,7,11,5,1,0,2
1413,2009,3,2,10,3,5,2,0,7
1413,2009,4,0,7,6,4,0,0,2
1413,2010,1,4,11,9,4,0,0,6
1413,2010,2,5,18,4,6,1,0,2
1413,2010,3,0,27,6,5,1,0,2
1413,2010,4,0,11,11,7,0,0,1
1413,2011,1,3,4,14,1,6,0,1
1413,2011,2,5,8,9,1,5,0,3
1413,2011,3,2,5,8,0,5,0,4
1413,2011,4,4,12,7,4,8,0,5
1413,2012,1,7,11,9,3,3,0,1
1413,2012,2,3,7,14,3,6,0,5
1413,2012,3,2,6,8,2,3,0,3
1413,2012,4,2,14,5,2,8,0,1
1413,2013,1,2,8,3,4,8,0,2
1413,2013,2,3,6,7,3,12,0,1
1413,2013,3,5,11,10,2,11,0,10
1413,2013,4,7,5,11,5,8,0,5
1413,2014,1,5,15,7,4,8,0,0
1413,2014,2,6,21,6,5,1,0,5
1413,2014,3,4,34,13,5,3,0,4
1413,2014,4,5,22,11,2,2,0,2
1414,1988,1,12,15,10,17,0,0,8
1414,1988,2,10,22,14,15,0,1,10
1414,1988,3,19,35,24,14,2,1,10
1414,1988,4,13,20,23,15,2,0,12
1414,1989,1,16,16,13,13,1,0,17
1414,1989,2,18,24,12,20,1,0,12
1414,1989,3,18,22,17,16,0,1,10
1414,1989,4,10,8,15,8,0,0,16
1414,1990,1,21,12,22,7,0,0,11
1414,1990,2,17,18,20,8,0,0,7
1414,1990,3,18,19,11,10,1,0,18
1414,1990,4,28,10,7,21,1,0,16
1414,1991,1,19,19,10,12,1,0,11
1414,1991,2,25,23,12,18,1,0,17
1414,1991,3,23,33,25,13,1,1,22
1414,1991,4,25,22,26,17,0,1,19
1414,1992,1,25,13,20,20,0,0,12
1414,1992,2,21,25,41,19,0,0,17
1414,1992,3,13,18,28,18,0,0,18
1414,1992,4,15,13,29,12,1,0,24
1414,1993,1,18,19,26,10,0,0,9
1414,1993,2,24,12,21,17,1,0,21
1414,1993,3,31,16,35,9,1,1,13
1414,1993,4,48,15,16,7,3,6,28
1414,1994,1,34,11,8,13,0,0,18
1414,1994,2,26,15,28,8,1,1,19
1414,1994,3,21,11,35,11,1,0,6
1414,1994,4,24,13,12,7,0,0,5
1414,1995,1,10,10,21,5,2,1,13
1414,1995,2,13,13,10,4,0,0,9
1414,1995,3,15,22,14,19,2,0,11
1414,1995,4,13,12,11,4,0,0,13
1414,1996,1,5,14,8,10,1,0,11
1414,1996,2,21,11,8,12,1,0,5
1414,1996,3,22,13,13,12,0,0,17
1414,1996,4,14,17,11,10,0,0,12
1414,1997,1,22,13,8,13,0,1,9
1414,1997,2,10,14,8,6,2,2,4
1414,1997,3,22,6,6,12,1,3,2
1414,1997,4,6,6,3,4,0,1,6
1414,1998,1,18,7,7,5,0,0,3
1414,1998,2,11,10,3,6,1,0,4
1414,1998,3,18,13,9,9,1,0,3
1414,1998,4,13,4,3,7,0,2,4
1414,1999,1,7,3,3,5,0,0,4
1414,1999,2,12,8,6,5,0,0,4
