QUARTER,RD,QUARTER,BURG BUS-,BURG RES-,BURG OTH-,ROBB ST-,ROBB OTH-,MURD- ER,RAPE,AGGR ASSA- ULT,BURG FROM AUTO,THEFT FROM AUTO,GRAND THEFT,THEFT FROM PERS,PURSE SNAT- CH,OTHER THEFT,BIKE THEFT,AUTO THEFT,BUNCO,TOTAL
2001Q1,0704,7,0,1,0,0,1,0,0,0,0,0,3,0,0,3,0,3,0,11
2001Q1,0705,7,2,0,1,0,1,0,0,0,3,0,0,0,0,3,0,4,0,14
2001Q1,0706,7,0,1,3,1,0,0,0,1,11,4,7,0,0,5,0,13,0,46
2001Q1,0707,7,2,2,0,3,0,0,0,1,5,3,4,0,0,4,0,7,0,31
2001Q1,0708,7,3,4,0,4,1,0,0,5,12,2,1,0,0,3,0,13,0,48
2001Q1,0709,7,1,4,0,8,4,0,0,17,6,5,3,0,1,8,0,19,0,76
2001Q1,0711,7,4,2,0,0,0,0,0,3,5,4,10,0,0,12,0,19,0,59
2001Q1,0714,7,3,5,2,1,3,0,0,10,2,5,7,1,0,31,0,8,0,78
2001Q1,0715,7,0,6,0,1,0,0,0,1,4,1,1,0,0,1,0,11,0,26
2001Q1,0716,7,0,0,0,1,2,0,0,0,2,1,1,0,0,0,0,5,0,12
2001Q1,0717,7,0,2,2,3,1,0,0,0,6,2,4,0,0,2,0,10,0,32
2001Q1,0718,7,1,1,0,1,1,0,0,0,0,1,5,0,0,7,0,4,0,21
2001Q1,0719,7,0,7,1,6,1,1,1,13,6,4,1,0,1,2,0,16,0,60
2001Q1,0721,7,2,3,1,2,0,0,0,3,6,2,5,3,0,14,0,15,1,57
2001Q1,0722,7,0,2,0,0,1,0,0,1,5,0,1,0,1,3,0,3,0,17
2001Q1,0723,7,2,5,0,3,2,0,0,3,10,2,3,0,1,8,0,11,0,50
2001Q1,0724,7,0,1,0,2,0,0,0,0,0,4,3,0,0,7,0,6,0,23
2001Q1,0725,7,1,2,0,0,3,0,0,2,1,0,7,0,0,6,0,2,0,24
2001Q1,0726,7,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,7
2001Q1,0727,7,0,7,0,0,0,0,0,4,6,5,2,0,0,4,0,4,0,32
2001Q1,0728,7,0,6,1,5,3,0,1,11,23,1,6,0,0,2,0,11,1,71
2001Q1,0729,7,8,14,4,10,3,0,1,14,15,5,7,0,1,9,0,14,0,105
2001Q1,0731,7,5,0,2,1,1,0,0,1,4,0,4,0,0,5,0,6,0,29
2001Q1,0732,7,3,8,3,4,0,0,0,6,10,5,5,0,0,6,0,2,0,52
2001Q1,0733,7,2,8,5,7,2,0,0,4,10,5,4,0,0,10,0,20,0,77
2001Q1,0734,7,0,5,1,1,1,0,0,3,4,2,0,0,0,2,0,2,0,21
2001Q1,0735,7,0,14,1,1,0,0,0,7,5,3,8,0,0,4,0,5,0,48
2001Q1,0736,7,0,5,1,3,1,0,0,2,2,2,3,0,0,2,0,4,0,25
2001Q1,0737,7,1,7,3,8,3,0,0,9,26,6,8,0,2,8,0,21,0,102
2001Q1,0738,7,4,1,0,6,2,0,1,18,8,7,8,2,0,20,0,16,0,93
2001Q1,0739,7,3,3,1,12,3,1,0,34,8,7,6,0,0,13,0,14,0,105
2001Q1,0741,7,1,5,2,2,4,0,0,5,3,1,2,0,0,3,0,7,0,35
2001Q1,0742,7,0,6,1,4,0,0,0,4,13,3,1,1,0,0,0,15,0,48
2001Q1,0743,7,1,6,0,2,3,0,0,2,5,3,2,0,0,1,0,4,0,29
2001Q1,0745,7,0,13,1,1,1,0,1,11,3,4,2,0,0,2,0,10,0,49
2001Q1,0746,7,1,0,1,2,2,1,0,21,11,3,0,0,0,3,0,7,0,52
2001Q1,0747,7,2,1,0,4,1,0,0,4,6,15,3,0,0,3,0,3,0,42
2001Q1,0748,7,1,1,0,3,0,0,0,5,1,4,1,0,0,2,0,3,0,21
2001Q1,0749,7,0,0,0,1,0,0,0,4,2,3,2,0,0,3,0,5,0,20
2001Q1,0754,7,0,2,0,1,0,0,0,6,1,1,2,0,0,3,0,3,0,19
2001Q1,0755,7,0,1,0,1,0,1,0,9,1,2,1,0,0,1,0,8,0,25
2001Q1,0756,7,1,2,1,5,5,0,0,16,7,14,3,1,0,8,0,11,0,74
2001Q1,0757,7,0,1,1,9,0,1,3,13,7,8,3,1,0,3,0,14,0,64
2001Q1,0758,7,1,2,0,1,0,0,0,5,3,4,3,0,0,7,0,4,0,30
2001Q1,0759,7,0,3,0,0,0,0,0,10,6,4,0,0,0,1,0,9,0,33
2001Q1,0761,7,2,7,1,1,2,1,0,14,8,2,2,0,0,5,0,6,0,51
2001Q1,0762,7,2,5,2,2,1,0,0,11,1,2,0,0,0,3,0,7,0,36
2001Q1,0763,7,2,2,0,0,4,0,0,9,4,1,1,0,0,3,0,8,0,34
2001Q1,0764,7,2,2,1,7,5,0,0,22,13,8,7,0,1,12,0,12,0,92
2001Q1,0765,7,0,1,0,2,0,0,0,3,2,0,0,0,0,2,0,2,0,12
2001Q1,0766,7,4,2,0,3,0,0,0,10,3,5,1,0,0,2,0,7,0,37
2001Q1,0767,7,0,2,4,4,2,0,0,11,3,3,0,0,0,2,0,8,0,39
2001Q1,0768,7,0,0,0,2,2,0,0,7,2,1,1,0,0,2,0,2,0,19
2001Q1,0769,7,11,3,3,7,1,1,1,13,4,7,2,0,1,7,0,8,0,69
2001Q1,0771,7,1,6,1,3,2,0,0,11,12,7,4,0,0,4,0,6,0,57
2001Q1,0772,7,0,6,1,1,1,0,1,11,4,1,2,0,0,1,0,3,0,32
2001Q1,0773,7,0,6,0,3,3,0,0,11,1,2,0,0,0,4,0,3,0,33
2001Q1,0774,7,0,8,5,2,0,0,1,24,6,4,1,1,0,14,0,10,0,76
2001Q1,0775,7,0,4,0,0,1,0,0,5,0,0,2,0,0,2,0,2,0,16
2001Q1,0776,7,0,4,8,0,4,0,1,5,5,5,0,0,0,3,0,7,0,42
2001Q1,0777,7,0,1,0,1,0,1,0,9,1,2,0,1,0,6,0,2,0,24
2001Q1,0778,7,4,1,0,0,4,0,0,3,0,3,1,0,0,1,0,4,0,21
2001Q1,0779,7,1,1,0,1,1,0,0,7,1,1,2,0,1,3,0,1,0,20
2001Q1,0782,7,1,1,4,3,0,0,1,16,2,5,0,0,0,2,0,14,0,49
2001Q1,0783,7,1,3,1,3,1,0,1,7,2,2,2,0,0,5,0,6,0,34
2001Q1,0784,7,0,7,3,0,0,0,0,11,1,1,0,0,0,3,0,4,0,30
2001Q1,0785,7,0,3,0,2,0,0,0,4,2,1,1,0,0,1,0,0,0,14
2001Q1,0786,7,4,1,0,3,1,0,0,3,1,0,3,0,0,5,0,3,0,24
2001Q1,0787,7,0,4,0,5,0,2,0,16,3,1,2,0,0,1,0,4,0,38
2001Q1,0788,7,1,1,0,3,0,0,0,4,3,5,1,0,0,3,0,4,0,25
2001Q1,0789,7,0,2,1,2,1,0,1,3,3,1,1,0,0,2,0,3,0,20
2001Q1,0801,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2001Q1,0802,8,1,0,0,0,0,0,1,2,0,2,3,0,0,2,0,0,0,11
2001Q1,0803,8,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,5
2001Q1,0804,8,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3
2001Q1,0805,8,0,4,2,0,0,0,0,4,3,3,4,0,0,2,0,2,0,24
2001Q1,0806,8,0,4,2,0,1,0,0,1,2,1,4,0,0,3,0,0,0,18
2001Q1,0807,8,0,0,1,0,0,0,0,1,2,2,4,0,0,1,0,3,0,14
2001Q1,0808,8,0,4,1,0,0,0,0,0,4,1,4,0,0,0,0,0,0,14
2001Q1,0809,8,0,1,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,15
2001Q1,0811,8,0,2,0,1,0,0,1,2,1,4,2,0,0,1,0,0,0,14
2001Q1,0812,8,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4
2001Q1,0813,8,0,0,0,0,1,0,0,1,5,1,1,0,0,0,0,0,1,10
2001Q1,0814,8,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3
2001Q1,0815,8,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,7
2001Q1,0816,8,0,5,2,1,1,0,0,2,15,3,3,0,0,3,0,19,0,54
2001Q1,0817,8,5,0,0,3,3,0,0,3,2,2,11,0,0,17,0,3,0,49
2001Q1,0818,8,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,3,0,11
2001Q1,0819,8,0,1,2,0,0,0,0,0,2,1,2,0,0,2,0,2,0,12
2001Q1,0821,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2001Q1,0822,8,0,0,1,1,1,0,0,2,3,0,4,0,0,5,0,3,0,20
2001Q1,0823,8,1,1,0,0,1,0,1,2,7,1,5,0,0,4,0,2,0,25
2001Q1,0824,8,0,1,1,1,0,0,0,1,0,0,4,0,0,2,0,1,0,11
2001Q1,0825,8,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,1,1,9
2001Q1,0826,8,0,0,0,1,0,0,0,0,6,1,2,0,0,0,0,0,0,10
2001Q1,0827,8,2,6,1,0,0,0,0,4,2,3,24,0,0,9,0,5,3,59
2001Q1,0828,8,0,5,0,1,0,0,0,1,2,3,2,0,0,1,0,3,0,18
2001Q1,0829,8,2,9,0,0,1,0,0,3,2,2,5,0,0,5,0,2,0,31
2001Q1,0831,8,1,19,1,1,0,0,0,3,2,5,5,0,0,5,0,7,0,49
2001Q1,0832,8,7,6,1,2,1,0,0,0,9,3,3,0,1,11,0,7,0,51
2001Q1,0833,8,6,9,7,9,4,0,0,5,24,11,9,0,1,11,0,7,0,103
2001Q1,0834,8,0,14,0,0,1,0,1,3,6,4,5,0,0,7,0,7,0,48
2001Q1,0835,8,2,6,2,2,1,0,1,4,19,8,11,0,0,3,0,4,0,63
2001Q1,0836,8,1,4,1,2,0,0,0,1,8,2,5,0,0,4,0,6,0,34
2001Q1,0839,8,8,0,2,0,3,0,1,2,13,3,40,1,1,38,0,1,0,113
2001Q1,0841,8,2,14,0,1,3,0,0,4,10,8,6,0,0,9,0,8,0,65
2001Q1,0842,8,0,5,2,4,0,0,0,7,27,10,7,0,0,8,0,9,0,79
2001Q1,0847,8,0,1,2,1,0,0,0,1,6,5,4,0,0,1,0,5,0,26
2001Q1,0848,8,1,1,0,0,1,0,0,2,2,1,5,0,0,8,0,0,0,21
2001Q1,0849,8,1,22,2,3,2,2,0,3,4,3,3,0,0,4,0,7,0,56
2001Q1,0851,8,0,3,1,2,0,0,0,2,6,3,0,0,0,4,0,6,0,27
2001Q1,0852,8,3,9,1,2,1,0,0,7,19,1,8,1,0,13,0,3,0,68
2001Q1,0853,8,1,1,4,1,3,0,0,7,18,3,4,0,0,4,0,9,0,55
2001Q1,0854,8,1,0,0,0,1,0,0,1,5,2,3,0,0,2,0,0,0,15
2001Q1,0857,8,1,3,1,2,3,0,0,4,8,2,6,1,0,0,0,5,0,36
2001Q1,0858,8,0,2,0,1,0,0,1,0,1,2,3,0,0,2,0,6,0,18
2001Q1,0859,8,1,17,3,4,4,0,0,8,7,0,5,1,2,6,0,15,0,73
2001Q1,0881,8,4,3,1,0,1,0,0,4,11,7,7,0,0,18,0,7,0,63
2001Q1,0882,8,4,3,1,2,0,0,1,4,8,9,8,0,0,10,0,4,0,54
2001Q1,0883,8,1,0,1,0,0,0,0,1,3,2,3,0,0,4,0,1,0,16
2001Q1,0884,8,2,1,0,2,0,0,0,2,11,2,12,0,0,14,0,6,2,54
2001Q1,0885,8,0,2,0,1,1,0,0,3,14,6,4,0,0,5,0,4,0,40
2001Q1,0886,8,1,1,1,1,1,0,0,0,6,1,2,0,0,3,0,1,0,18
2001Q1,0887,8,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,7
2001Q1,0889,8,2,10,2,4,5,1,2,18,34,10,6,0,0,8,0,13,0,115
2001Q1,0891,8,0,0,0,3,2,0,0,1,3,0,0,0,0,1,0,1,0,11
2001Q1,0892,8,0,3,2,2,1,0,0,2,13,1,0,0,0,2,0,4,0,30
2001Q1,0893,8,1,4,3,0,0,0,0,1,5,1,1,0,0,3,0,10,0,29
2001Q1,0895,8,0,2,0,0,0,0,0,2,4,1,1,0,0,3,0,4,0,17
2001Q1,0896,8,1,0,0,3,1,0,0,1,0,0,2,0,0,1,0,4,0,13
2001Q1,0897,8,0,6,0,1,1,0,1,2,10,0,0,0,0,1,0,14,0,36
2001Q1,0898,8,2,7,4,6,5,0,0,8,22,5,5,0,0,14,0,9,0,87
2001Q1,0899,8,0,4,1,4,2,0,0,4,3,0,1,0,0,0,0,6,0,25
2001Q1,0911,9,0,1,1,0,0,0,1,3,1,5,2,0,0,3,0,4,0,21
2001Q1,0921,9,1,6,3,1,3,0,1,7,2,2,2,2,0,4,0,1,0,35
2001Q1,0922,9,8,6,5,1,1,0,0,9,11,8,10,0,1,12,0,16,0,88
2001Q1,0923,9,0,2,2,1,1,0,0,16,8,4,3,0,0,7,0,5,0,49
2001Q1,0924,9,0,1,0,5,2,0,2,1,3,1,3,0,0,1,0,5,0,24
2001Q1,0925,9,3,6,1,3,1,0,1,14,6,2,2,0,0,5,0,12,0,56
2001Q1,0926,9,0,2,3,5,4,0,0,5,14,3,3,0,0,13,0,15,0,67
2001Q1,0927,9,0,2,2,2,0,0,1,16,18,2,0,0,0,2,0,10,0,55
2001Q1,0931,9,1,7,3,1,1,0,0,6,2,2,1,0,0,1,0,5,0,30
2001Q1,0932,9,2,5,2,4,1,0,0,12,10,4,7,0,0,2,0,12,0,61
2001Q1,0934,9,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,0,7
2001Q1,0935,9,3,2,2,2,3,0,1,3,6,5,1,0,0,7,0,7,0,42
2001Q1,0936,9,5,4,5,5,6,0,1,20,27,9,15,0,1,30,0,20,0,148
2001Q1,0937,9,2,2,1,1,2,0,1,16,18,15,2,0,1,6,0,11,0,78
2001Q1,0938,9,3,11,2,8,0,0,0,24,13,2,3,0,1,9,0,18,0,94
2001Q1,0941,9,1,7,0,1,0,0,0,4,10,8,2,0,0,3,0,13,0,49
2001Q1,0942,9,2,4,0,0,0,0,0,5,23,6,2,0,0,4,0,12,0,58
2001Q1,0944,9,1,3,2,3,4,0,0,17,10,5,3,0,0,6,0,7,0,61
2001Q1,0945,9,1,4,0,5,4,0,0,10,32,4,4,0,2,14,0,17,0,97
2001Q1,0946,9,1,6,3,6,0,0,0,14,29,4,0,0,1,8,0,16,0,88
2001Q1,0948,9,3,5,3,4,0,0,1,15,3,6,3,0,0,7,0,27,0,77
2001Q1,0951,9,1,1,2,1,0,0,0,8,5,1,0,0,0,4,0,5,0,28
2001Q1,0952,9,2,6,0,1,0,0,0,12,12,3,4,0,0,9,0,9,0,58
2001Q1,0955,9,8,6,4,2,4,0,1,14,13,11,6,4,0,30,0,16,0,119
2001Q1,0956,9,9,4,3,1,4,0,1,16,30,10,2,0,0,7,0,12,0,99
2001Q1,0957,9,7,12,3,3,1,0,1,14,3,5,7,1,0,22,0,9,0,88
2001Q1,0958,9,5,10,0,6,0,0,1,20,68,16,4,3,0,8,0,17,0,158
2001Q1,0961,9,0,1,0,1,0,0,0,2,8,1,0,0,0,2,0,2,0,17
2001Q1,0962,9,7,5,4,0,1,0,0,8,18,3,9,1,0,1,0,8,0,65
2001Q1,0963,9,2,11,4,0,0,0,0,15,34,3,3,0,1,5,0,14,1,93
2001Q1,0964,9,1,0,1,2,2,0,0,3,11,1,3,0,0,10,0,11,0,45
2001Q1,0965,9,1,5,0,1,1,0,0,7,19,3,2,0,0,5,0,5,0,49
2001Q1,0966,9,1,2,0,1,2,0,0,8,5,2,0,0,0,3,0,4,0,28
2001Q1,0968,9,2,6,0,1,0,0,0,1,5,1,0,1,0,0,0,4,0,21
2001Q1,0969,9,2,5,2,0,2,0,0,13,11,6,0,0,0,8,0,11,0,60
2001Q1,0972,9,1,4,3,1,1,0,0,3,9,1,1,0,0,2,0,4,0,30
2001Q1,0973,9,1,1,6,0,0,0,0,1,11,5,3,0,0,2,0,10,0,40
2001Q1,0974,9,4,3,0,0,1,0,0,5,22,8,5,0,0,4,0,12,0,64
2001Q1,0975,9,0,2,1,0,0,0,0,0,2,0,1,0,0,3,0,4,0,13
2001Q1,0976,9,12,3,11,3,2,0,0,2,13,5,14,1,0,41,0,9,0,116
2001Q1,0977,9,1,2,1,0,0,0,0,1,8,5,2,1,0,3,0,9,0,33
2001Q1,0978,9,0,0,2,1,0,0,1,2,3,2,1,0,0,0,0,5,0,17
2001Q1,0979,9,3,4,2,1,0,0,0,6,14,3,3,0,0,7,0,6,0,49
2001Q1,0983,9,3,4,2,1,0,0,0,2,9,1,0,0,0,6,0,3,0,31
2001Q1,0984,9,2,3,1,1,0,0,0,2,1,1,0,0,0,5,0,4,0,20
2001Q1,0986,9,8,5,3,4,3,0,1,6,14,5,10,0,0,17,0,21,0,97
2001Q1,0988,9,8,8,4,1,4,0,0,2,17,10,8,0,0,4,0,14,0,80
2001Q1,0989,9,0,3,0,0,0,0,0,4,5,1,2,0,0,0,0,7,0,22
2001Q1,0995,9,0,8,3,0,1,0,0,3,3,0,2,0,0,0,0,3,0,23
2001Q1,0998,9,1,4,3,0,0,0,0,0,2,4,2,0,0,0,0,0,0,16
2001Q1,0999,9,2,3,2,0,0,0,0,0,1,3,4,0,0,0,0,4,0,19
2001Q1,1001,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2001Q1,1002,10,1,2,4,0,0,0,0,1,0,1,2,0,0,2,0,1,0,14
2001Q1,1003,10,0,6,1,0,1,0,0,2,3,0,0,0,0,6,0,5,0,24
2001Q1,1004,10,3,3,0,4,1,2,1,19,8,6,3,0,0,9,0,16,0,75
2001Q1,1005,10,0,3,3,2,0,0,0,3,4,3,1,0,0,12,0,15,0,46
2001Q1,1006,10,0,10,2,2,3,1,0,6,14,8,4,0,0,7,0,12,0,69
2001Q1,1007,10,0,2,2,0,0,0,0,5,10,1,2,0,0,3,0,6,0,31
2001Q1,1008,10,2,1,3,2,0,0,0,14,9,5,4,0,0,11,0,9,0,60
2001Q1,1011,10,0,5,0,0,0,0,0,3,0,2,0,0,0,4,0,0,0,14
2001Q1,1012,10,2,6,0,0,1,0,0,3,1,0,3,0,0,1,0,2,0,19
2001Q1,1013,10,1,5,1,1,0,0,0,0,7,2,1,0,0,3,0,0,0,21
2001Q1,1014,10,2,5,0,1,2,0,1,8,9,3,3,0,0,9,0,9,0,52
2001Q1,1015,10,0,2,2,1,1,0,0,15,8,6,1,0,0,9,0,16,0,61
2001Q1,1016,10,1,3,1,4,2,1,0,3,26,6,2,0,0,8,0,16,0,73
2001Q1,1017,10,0,4,1,1,1,0,0,6,5,3,1,0,0,1,0,7,0,30
2001Q1,1021,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2001Q1,1022,10,0,1,0,0,0,2,0,0,0,2,3,0,0,0,0,1,0,9
2001Q1,1024,10,2,2,1,3,0,0,0,9,7,8,3,0,0,1,0,11,0,47
2001Q1,1025,10,2,5,4,7,2,0,0,17,14,9,7,0,0,12,0,22,0,101
2001Q1,1026,10,0,2,0,3,1,0,0,11,8,4,1,0,0,5,0,15,0,50
2001Q1,1027,10,4,9,0,9,4,0,0,14,19,7,3,0,0,6,0,26,0,101
2001Q1,1028,10,2,6,5,5,0,0,0,2,5,3,4,0,0,18,0,11,0,61
2001Q1,1032,10,0,2,1,1,0,0,0,5,0,0,1,0,0,5,0,1,0,16
2001Q1,1033,10,0,4,0,1,2,0,0,1,2,2,1,0,0,3,0,2,0,18
2001Q1,1034,10,3,2,1,0,2,0,0,4,2,2,2,0,0,4,0,2,0,24
2001Q1,1035,10,0,7,0,1,2,0,0,5,1,0,2,0,0,5,0,11,0,34
2001Q1,1036,10,0,10,1,0,0,0,0,8,5,6,2,0,0,6,0,9,0,47
2001Q1,1037,10,6,0,2,0,1,0,1,8,3,6,3,0,0,2,0,7,0,39
2001Q1,1038,10,7,12,3,2,1,0,1,7,19,5,4,1,1,16,0,12,0,91
2001Q1,1042,10,5,0,1,5,2,0,0,9,6,7,5,0,0,7,0,10,0,57
2001Q1,1043,10,4,5,2,3,2,0,1,7,14,6,4,0,0,7,0,15,0,70
2001Q1,1044,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
2001Q1,1045,10,3,1,0,1,0,0,0,0,6,1,1,0,0,10,0,7,0,30
2001Q1,1046,10,1,6,9,0,3,0,0,7,3,4,3,0,0,5,0,7,0,48
2001Q1,1047,10,1,1,1,2,2,0,1,7,4,2,2,1,0,5,0,11,0,40
2001Q1,1048,10,0,0,1,1,0,0,0,4,11,1,2,0,0,12,0,7,0,39
2001Q1,1049,10,0,4,0,1,0,0,0,5,2,0,3,0,0,2,0,3,0,20
2001Q1,1051,10,1,6,1,0,0,0,0,3,1,3,0,0,0,7,0,3,0,25
2001Q1,1052,10,0,1,0,0,2,0,0,1,3,0,0,0,0,2,0,1,0,10
2001Q1,1053,10,4,0,0,2,3,0,0,2,5,4,10,3,0,47,0,9,0,89
2001Q1,1054,10,1,8,0,0,1,0,0,4,0,0,3,0,0,0,0,4,0,21
2001Q1,1055,10,2,3,1,0,1,0,0,1,5,1,3,0,0,4,0,5,0,26
2001Q1,1056,10,1,4,2,0,5,0,1,7,8,2,2,0,0,6,0,16,1,55
2001Q1,1057,10,7,1,0,2,1,0,0,7,7,5,16,0,0,37,0,22,0,105
2001Q1,1058,10,2,2,2,1,6,0,1,0,4,7,6,0,0,30,0,9,0,70
2001Q1,1059,10,0,3,2,0,0,0,0,4,21,4,1,0,0,6,0,15,0,56
2001Q1,1061,10,0,1,1,2,0,0,0,2,2,3,4,1,0,3,0,1,0,20
2001Q1,1062,10,0,2,0,0,0,0,0,3,1,1,2,0,1,2,0,0,0,12
2001Q1,1063,10,4,7,0,0,0,0,0,3,9,5,6,0,0,5,0,8,0,47
2001Q1,1064,10,5,13,1,1,2,0,1,8,20,7,8,0,1,10,0,16,0,93
2001Q1,1065,10,0,1,0,0,0,0,0,2,5,0,2,0,0,4,0,3,0,17
2001Q1,1066,10,0,1,0,0,0,0,0,5,3,1,0,0,0,3,0,2,0,15
2001Q1,1067,10,0,3,0,0,0,0,0,5,7,2,3,0,0,4,0,6,0,30
2001Q1,1068,10,0,6,0,0,0,0,1,3,4,3,2,0,0,1,0,10,0,30
2001Q1,1069,10,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
2001Q1,1071,10,0,2,1,1,0,0,0,1,7,3,5,0,0,4,0,3,0,27
2001Q1,1072,10,1,0,2,0,0,0,0,1,1,0,1,0,0,2,0,5,0,13
2001Q1,1073,10,3,2,0,0,0,0,0,1,2,7,2,0,0,5,0,4,0,26
2001Q1,1075,10,5,15,0,0,4,0,0,1,6,4,9,0,0,20,0,11,0,75
2001Q1,1076,10,0,3,3,3,2,0,0,8,29,7,7,0,0,6,0,23,0,91
2001Q1,1077,10,8,5,2,1,0,0,0,4,12,3,4,0,0,11,0,15,0,65
2001Q1,1078,10,4,3,0,0,1,0,0,2,5,2,6,1,0,5,0,5,6,40
2001Q1,1079,10,2,3,0,0,0,0,0,3,2,0,6,0,0,2,0,1,0,19
2001Q1,1081,10,0,4,0,0,1,0,0,7,16,2,1,0,0,9,0,8,0,48
2001Q1,1082,10,0,6,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,11
2001Q1,1083,10,4,4,3,0,3,0,0,2,6,9,5,1,1,14,0,13,0,65
2001Q1,1084,10,2,7,0,0,2,0,0,4,5,0,3,0,0,7,0,3,0,33
2001Q1,1085,10,19,2,4,4,7,0,0,10,7,6,8,0,0,18,0,21,0,106
2001Q1,1086,10,3,3,0,0,1,0,0,2,6,1,6,0,0,7,0,3,0,32
2001Q1,1087,10,7,0,0,1,2,0,0,1,3,1,0,0,1,2,0,0,0,18
2001Q1,1088,10,0,3,0,1,2,0,0,0,3,1,2,0,0,5,0,1,0,18
2001Q1,1089,10,4,1,3,0,1,0,0,1,3,0,5,1,0,3,0,3,0,25
2001Q1,1091,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2001Q1,1092,10,0,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,0,10
2001Q1,1094,10,0,0,2,0,1,1,0,2,1,1,1,0,0,1,0,1,0,11
2001Q1,1095,10,0,2,2,0,0,0,0,2,5,1,0,0,0,1,0,1,0,14
2001Q1,1096,10,0,3,1,0,0,0,0,0,4,2,1,0,0,2,0,1,0,14
2001Q1,1097,10,0,4,1,0,2,0,0,2,4,2,6,0,0,1,0,1,0,23
2001Q1,1099,10,0,4,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,8
2001Q1,1101,11,1,0,0,1,0,0,0,3,13,2,2,1,0,4,0,5,0,32
2001Q1,1102,11,3,1,1,3,2,0,0,15,12,7,8,0,0,14,0,8,0,74
2001Q1,1105,11,0,1,0,1,0,0,0,2,0,1,2,0,0,1,0,4,0,12
2001Q1,1109,11,1,2,1,5,0,0,0,2,5,3,3,0,0,4,0,7,0,33
2001Q1,1112,11,0,3,4,1,0,0,0,5,7,2,0,0,0,1,0,6,0,29
2001Q1,1113,11,1,2,1,1,2,0,0,1,2,6,4,0,0,13,0,9,0,42
2001Q1,1115,11,2,4,0,0,0,0,0,5,15,2,1,0,0,5,0,8,0,42
2001Q1,1117,11,2,1,1,2,3,0,1,13,3,3,2,0,0,11,0,5,0,47
2001Q1,1119,11,0,1,4,1,0,0,0,7,1,2,0,0,0,7,0,7,0,30
2001Q1,1122,11,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,4
2001Q1,1123,11,1,4,0,0,1,0,0,5,3,2,0,0,0,1,0,3,0,20
2001Q1,1124,11,5,1,3,1,2,0,2,9,35,14,4,1,0,23,0,8,0,108
2001Q1,1125,11,1,4,0,1,1,0,0,10,8,1,2,0,0,2,0,6,0,36
2001Q1,1126,11,1,3,1,1,1,0,0,12,1,10,0,0,0,0,0,6,0,36
2001Q1,1127,11,0,11,0,3,0,1,0,13,10,21,3,1,0,7,0,13,0,83
2001Q1,1128,11,3,3,2,0,2,0,0,6,5,5,3,0,0,8,0,2,0,39
2001Q1,1129,11,1,7,1,2,0,0,0,10,11,4,1,0,0,1,0,11,0,49
2001Q1,1132,11,0,10,0,2,3,0,0,4,22,10,2,0,0,5,0,20,0,78
2001Q1,1133,11,0,2,1,2,1,0,1,9,7,9,2,0,0,5,0,4,0,43
2001Q1,1134,11,1,4,4,1,3,0,0,9,5,6,1,0,0,3,0,9,1,47
2001Q1,1135,11,1,1,4,0,0,0,0,4,4,4,1,0,0,2,0,9,1,31
2001Q1,1136,11,1,8,7,0,5,0,0,11,6,9,5,1,0,8,0,14,0,75
2001Q1,1137,11,0,7,5,2,2,0,1,10,9,5,4,1,0,6,0,4,0,56
2001Q1,1138,11,8,7,0,2,2,0,0,8,13,6,0,0,0,9,0,9,0,64
2001Q1,1139,11,4,3,0,2,3,0,0,16,9,2,1,0,0,2,0,9,0,51
2001Q1,1141,11,4,4,1,1,1,0,0,5,8,6,3,0,0,5,0,13,0,51
2001Q1,1142,11,6,6,2,2,0,0,0,4,14,10,3,1,0,12,0,15,0,75
2001Q1,1143,11,2,12,2,0,2,0,0,5,15,7,4,0,0,6,0,21,0,76
2001Q1,1144,11,0,3,1,2,0,0,0,4,16,4,1,0,0,7,0,5,0,43
2001Q1,1145,11,2,2,2,2,5,0,0,7,10,3,3,0,0,7,0,11,0,54
2001Q1,1146,11,0,0,0,1,0,0,0,6,2,4,0,0,0,1,0,7,0,21
