AGG,BTFV,BURG,GTA,GTP,HOM,ROBB,quarter,rd
1,3,1,3,0,0,2,2010Q1,1905
0,7,3,5,1,0,2,2010Q1,1906
1,3,1,3,1,0,1,2010Q1,1907
2,4,1,1,0,0,0,2010Q1,1908
1,9,10,2,0,0,0,2010Q1,1909
0,1,0,1,0,0,1,2010Q1,1911
3,5,4,2,0,0,1,2010Q1,1912
1,3,7,10,0,0,2,2010Q1,1913
4,7,3,3,0,0,8,2010Q1,1915
2,3,2,8,0,0,2,2010Q1,1916
3,6,4,3,0,0,2,2010Q1,1917
4,4,2,4,0,0,1,2010Q1,1918
3,1,2,1,0,0,0,2010Q1,1919
2,8,6,8,0,0,2,2010Q1,1921
2,13,11,8,0,0,2,2010Q1,1924
1,7,2,5,0,0,0,2010Q1,1925
0,1,0,1,0,0,0,2010Q1,1931
3,0,1,2,0,0,0,2010Q1,1935
2,2,0,5,0,0,1,2010Q1,1936
1,4,0,1,0,0,0,2010Q1,1941
1,10,2,8,0,0,0,2010Q1,1943
3,4,4,3,0,0,3,2010Q1,1944
0,4,0,2,0,0,0,2010Q1,1945
1,3,1,1,0,0,0,2010Q1,1951
1,6,3,1,0,0,1,2010Q1,1952
0,12,4,7,0,0,1,2010Q1,1954
0,4,1,3,0,0,0,2010Q1,1955
0,5,3,4,0,0,0,2010Q1,1956
4,14,1,10,0,0,2,2010Q1,1958
5,8,4,7,0,0,0,2010Q1,1959
2,13,4,5,0,0,4,2010Q1,1961
7,15,6,10,1,0,1,2010Q1,1962
2,4,9,6,1,0,3,2010Q1,1963
2,11,4,3,0,0,2,2010Q1,1964
1,4,6,9,1,0,3,2010Q1,1966
1,4,11,11,0,0,3,2010Q1,1967
1,7,6,7,0,0,0,2010Q1,1969
0,2,1,2,1,0,6,2010Q1,1971
3,7,1,1,0,0,2,2010Q1,1972
3,6,3,3,0,0,3,2010Q1,1974
0,0,1,2,0,0,0,2010Q1,1975
2,9,6,9,0,1,1,2010Q1,1977
0,2,1,4,0,0,0,2010Q1,1979
3,6,4,3,0,0,4,2010Q1,1981
6,5,6,4,0,0,3,2010Q1,1982
2,8,4,4,0,0,5,2010Q1,1983
7,15,3,4,1,0,6,2010Q1,1984
11,23,6,8,1,0,14,2010Q1,1985
2,7,5,7,0,0,0,2010Q1,1987
4,7,1,7,0,0,1,2010Q1,1988
2,1,3,2,0,0,1,2010Q1,1989
1,4,1,1,0,0,2,2010Q1,1991
1,3,3,1,2,0,1,2010Q1,1993
2,9,3,3,0,0,1,2010Q1,1994
1,0,2,0,0,0,1,2010Q1,1995
1,18,10,3,1,0,3,2010Q1,1998
0,16,4,8,0,0,1,2010Q1,1999
0,10,10,6,0,0,2,2010Q1,2001
3,6,0,2,0,0,3,2010Q1,2002
2,3,5,6,0,0,0,2010Q1,2004
1,5,8,3,0,0,2,2010Q1,2005
0,10,3,4,1,0,2,2010Q1,2011
1,1,6,3,0,0,2,2010Q1,2013
0,4,5,3,0,0,1,2010Q1,2014
8,3,4,7,1,0,4,2010Q1,2015
1,2,3,0,0,0,0,2010Q1,2016
1,1,2,5,1,1,2,2010Q1,2017
2,13,13,6,2,0,7,2010Q1,2019
1,9,2,4,0,0,3,2010Q1,2021
2,17,5,4,1,0,5,2010Q1,2022
0,9,3,7,2,0,6,2010Q1,2023
3,10,3,7,1,0,4,2010Q1,2024
1,4,1,4,0,0,3,2010Q1,2025
0,8,5,8,0,0,1,2010Q1,2026
2,17,6,6,1,0,5,2010Q1,2027
2,11,5,5,0,0,8,2010Q1,2029
2,6,7,4,1,0,2,2010Q1,2031
0,8,6,7,1,0,3,2010Q1,2033
1,5,2,4,1,0,1,2010Q1,2034
0,4,2,4,1,0,2,2010Q1,2035
1,7,4,1,1,0,2,2010Q1,2036
2,1,0,1,1,0,2,2010Q1,2038
0,4,2,1,0,0,3,2010Q1,2039
0,10,6,1,0,0,3,2010Q1,2041
0,7,4,6,0,0,0,2010Q1,2042
1,5,0,2,0,0,0,2010Q1,2044
2,4,2,5,0,0,1,2010Q1,2045
2,6,2,6,1,0,1,2010Q1,2046
1,1,2,3,0,1,6,2010Q1,2049
0,3,1,6,0,0,2,2010Q1,2053
2,4,4,3,0,0,1,2010Q1,2054
2,4,1,2,0,0,4,2010Q1,2055
1,5,6,5,0,0,3,2010Q1,2056
2,1,2,1,0,0,0,2010Q1,2058
1,5,6,0,0,0,6,2010Q1,2062
0,2,1,3,1,0,1,2010Q1,2063
0,0,1,2,0,0,3,2010Q1,2064
4,4,5,3,1,0,11,2010Q1,2069
1,5,1,6,1,0,5,2010Q1,2071
1,0,0,2,1,0,2,2010Q1,2073
3,2,2,3,1,1,5,2010Q1,2074
2,4,3,2,0,0,7,2010Q1,2076
2,4,4,0,0,0,5,2010Q1,2079
0,2,0,9,0,0,6,2010Q1,2081
1,0,1,2,0,0,6,2010Q1,2083
2,3,3,6,0,0,8,2010Q1,2088
1,2,0,0,0,0,2,2010Q1,2091
0,2,3,3,0,0,2,2010Q1,2093
3,1,2,2,0,0,5,2010Q1,2097
1,1,5,2,0,0,1,2010Q1,2099
0,6,0,0,0,0,0,2010Q1,2101
2,1,1,0,0,0,0,2010Q1,2102
2,5,11,2,0,0,0,2010Q1,2103
1,7,3,1,0,0,0,2010Q1,2104
0,6,3,3,0,0,1,2010Q1,2105
0,0,1,0,0,0,0,2010Q1,2106
0,6,4,9,0,0,0,2010Q1,2107
0,3,5,1,0,0,1,2010Q1,2111
0,6,11,1,0,0,0,2010Q1,2113
1,6,1,0,0,0,1,2010Q1,2114
2,9,2,2,0,0,2,2010Q1,2115
0,6,3,3,0,0,4,2010Q1,2118
2,5,3,1,0,0,0,2010Q1,2125
2,1,4,3,0,0,0,2010Q1,2126
2,5,4,2,0,0,1,2010Q1,2128
1,7,2,4,0,0,0,2010Q1,2129
0,0,4,1,0,0,0,2010Q1,2132
2,5,3,0,0,0,1,2010Q1,2133
0,21,9,3,0,1,2,2010Q1,2134
4,14,6,9,0,0,8,2010Q1,2136
6,10,7,5,0,0,3,2010Q1,2137
3,4,3,5,0,0,1,2010Q1,2138
1,12,5,1,0,0,1,2010Q1,2139
1,4,4,0,0,0,1,2010Q1,2141
0,3,1,0,0,0,1,2010Q1,2142
1,9,4,2,1,0,3,2010Q1,2143
2,2,2,1,0,0,0,2010Q1,2144
0,5,4,2,0,0,2,2010Q1,2145
4,11,4,7,0,0,2,2010Q1,2146
2,6,1,1,1,0,3,2010Q1,2147
1,8,3,0,0,0,1,2010Q1,2148
2,5,1,4,0,0,0,2010Q1,2149
0,14,2,5,0,0,3,2010Q1,2155
2,21,3,6,0,0,4,2010Q1,2156
2,19,4,5,0,0,2,2010Q1,2157
0,11,3,6,0,0,1,2010Q1,2158
0,1,4,2,0,0,0,2010Q1,2159
1,5,3,4,0,0,0,2010Q1,2161
0,1,4,0,0,0,0,2010Q1,2162
0,4,3,0,0,0,0,2010Q1,2169
1,2,2,1,0,0,3,2010Q1,2172
1,4,5,3,0,0,1,2010Q1,2173
0,9,5,5,0,0,1,2010Q1,2175
7,24,12,6,1,0,1,2010Q1,2177
1,11,8,0,0,0,2,2010Q1,2183
1,8,6,2,0,0,3,2010Q1,2185
1,8,5,3,0,0,0,2010Q1,2187
2,8,9,2,0,0,4,2010Q1,2189
1,3,3,0,0,0,1,2010Q1,2196
0,4,2,0,0,0,0,2010Q1,2197
0,0,1,0,0,0,0,2010Q1,2198
2,15,2,5,1,0,2,2010Q2,101
0,5,1,2,0,0,0,2010Q2,105
5,21,0,19,2,0,5,2010Q2,111
1,0,0,0,0,0,0,2010Q2,112
1,1,1,1,0,0,0,2010Q2,118
2,5,0,1,1,0,1,2010Q2,119
0,5,0,1,0,0,0,2010Q2,121
1,1,0,0,0,0,0,2010Q2,122
5,0,0,0,1,0,1,2010Q2,123
1,2,1,1,0,0,0,2010Q2,128
1,4,0,1,0,0,0,2010Q2,129
0,6,0,1,0,0,0,2010Q2,131
1,2,0,0,0,0,0,2010Q2,132
2,0,0,0,0,0,2,2010Q2,133
4,1,0,1,0,0,4,2010Q2,134
3,1,0,0,2,0,3,2010Q2,135
3,4,0,1,0,0,4,2010Q2,138
2,11,0,2,1,0,1,2010Q2,139
0,3,1,0,0,0,2,2010Q2,142
1,0,0,0,1,0,0,2010Q2,143
0,0,1,1,0,0,0,2010Q2,144
0,0,1,0,1,0,0,2010Q2,145
2,1,0,1,0,0,0,2010Q2,146
0,0,1,0,0,0,3,2010Q2,147
0,1,1,0,0,0,2,2010Q2,148
3,7,2,1,1,0,0,2010Q2,152
4,4,2,2,3,0,14,2010Q2,153
4,2,0,0,0,1,1,2010Q2,154
3,2,0,0,3,0,4,2010Q2,155
5,0,0,1,0,0,8,2010Q2,156
3,1,0,3,1,0,3,2010Q2,157
12,1,0,1,2,0,2,2010Q2,158
0,8,4,8,1,0,1,2010Q2,159
0,2,0,3,0,0,0,2010Q2,161
3,8,1,2,0,0,7,2010Q2,162
3,1,1,0,0,0,4,2010Q2,163
3,1,5,0,2,0,1,2010Q2,164
2,2,0,0,2,0,1,2010Q2,165
6,3,0,4,0,1,9,2010Q2,166
7,1,2,2,0,0,1,2010Q2,171
2,5,1,0,0,0,1,2010Q2,174
7,4,4,0,0,0,1,2010Q2,176
0,9,0,2,0,0,0,2010Q2,181
5,8,10,3,2,0,2,2010Q2,182
3,8,6,6,4,0,4,2010Q2,185
0,0,0,1,0,0,0,2010Q2,191
4,9,4,7,0,0,4,2010Q2,192
4,6,0,4,0,0,1,2010Q2,195
4,6,6,1,0,0,5,2010Q2,201
1,3,1,3,0,0,7,2010Q2,202
5,3,4,5,1,0,1,2010Q2,203
2,14,6,7,1,0,2,2010Q2,204
2,12,2,9,0,0,1,2010Q2,205
1,10,3,9,0,0,1,2010Q2,211
2,6,0,0,0,0,5,2010Q2,212
1,4,1,7,0,0,1,2010Q2,215
3,4,5,8,0,0,4,2010Q2,216
7,6,0,1,0,0,4,2010Q2,217
8,4,2,7,0,1,5,2010Q2,218
2,6,0,7,0,1,1,2010Q2,219
6,1,1,5,0,0,8,2010Q2,221
1,4,2,7,0,0,1,2010Q2,231
1,7,2,1,1,0,5,2010Q2,233
2,6,5,6,0,0,7,2010Q2,235
1,9,0,8,0,1,8,2010Q2,236
2,20,3,7,0,0,5,2010Q2,237
3,8,3,2,0,0,1,2010Q2,238
0,3,0,0,0,0,0,2010Q2,239
1,5,0,3,0,0,0,2010Q2,241
6,12,2,7,1,0,6,2010Q2,245
2,6,3,3,5,0,14,2010Q2,246
2,2,2,1,0,0,5,2010Q2,247
4,0,2,2,0,0,2,2010Q2,248
0,8,0,6,2,0,7,2010Q2,249
1,5,2,4,1,1,4,2010Q2,251
8,5,2,4,2,0,6,2010Q2,256
6,8,3,3,1,0,1,2010Q2,257
4,9,3,2,1,0,7,2010Q2,261
1,0,0,0,0,0,0,2010Q2,264
8,1,10,2,2,0,17,2010Q2,265
3,5,1,5,4,0,9,2010Q2,266
4,17,2,5,0,0,6,2010Q2,269
2,7,1,4,1,0,2,2010Q2,271
4,0,4,3,1,0,7,2010Q2,275
2,4,5,2,0,0,2,2010Q2,279
1,3,1,1,0,0,0,2010Q2,281
4,3,3,2,0,0,3,2010Q2,285
3,2,2,3,1,0,3,2010Q2,289
2,2,3,1,0,0,3,2010Q2,291
6,3,7,4,0,0,5,2010Q2,295
4,1,0,2,0,0,0,2010Q2,299
1,2,1,1,0,0,4,2010Q2,301
2,0,0,1,0,0,0,2010Q2,303
4,3,0,2,0,0,1,2010Q2,305
1,1,2,0,0,0,2,2010Q2,307
3,2,6,5,1,0,1,2010Q2,308
0,0,0,1,0,0,0,2010Q2,309
3,2,16,10,1,0,2,2010Q2,311
2,5,8,2,2,0,7,2010Q2,312
2,1,2,1,0,0,1,2010Q2,313
5,8,8,5,0,0,0,2010Q2,314
4,5,4,1,0,0,5,2010Q2,315
1,6,3,6,0,0,6,2010Q2,316
0,4,3,2,0,0,3,2010Q2,317
2,5,2,3,0,0,2,2010Q2,318
2,2,2,3,0,0,4,2010Q2,319
3,15,8,8,3,0,6,2010Q2,321
0,11,0,4,0,0,1,2010Q2,325
3,16,4,5,1,0,2,2010Q2,326
0,16,5,0,0,0,1,2010Q2,327
3,7,7,5,1,0,1,2010Q2,328
3,1,0,0,0,0,1,2010Q2,329
8,6,4,6,0,0,3,2010Q2,331
9,1,4,1,0,0,3,2010Q2,332
3,6,6,5,0,0,0,2010Q2,333
6,6,14,9,1,2,8,2010Q2,334
3,5,3,8,0,0,2,2010Q2,335
1,1,6,4,0,0,6,2010Q2,336
2,10,2,3,0,0,4,2010Q2,337
0,12,5,7,2,0,6,2010Q2,338
1,4,5,4,0,0,0,2010Q2,341
0,3,1,0,0,0,3,2010Q2,343
2,4,1,0,0,0,5,2010Q2,351
0,4,7,1,0,0,0,2010Q2,353
4,4,10,6,0,0,5,2010Q2,354
6,4,10,4,1,0,3,2010Q2,355
7,5,6,6,1,1,9,2010Q2,356
3,9,2,7,2,1,4,2010Q2,357
0,12,14,1,1,0,2,2010Q2,358
1,4,0,2,1,0,2,2010Q2,359
8,11,8,8,1,0,9,2010Q2,361
7,33,9,9,1,0,12,2010Q2,362
12,26,16,9,3,0,17,2010Q2,363
0,6,12,3,1,0,6,2010Q2,373
2,3,12,6,0,0,1,2010Q2,374
3,6,7,2,1,0,2,2010Q2,375
6,3,8,5,0,0,12,2010Q2,376
1,3,7,6,0,0,5,2010Q2,377
4,6,1,3,5,0,7,2010Q2,378
10,4,3,3,1,0,5,2010Q2,379
1,7,6,5,0,1,0,2010Q2,391
6,11,17,8,3,0,9,2010Q2,392
12,11,8,7,2,0,14,2010Q2,393
2,1,6,3,0,0,3,2010Q2,394
2,9,8,12,6,0,10,2010Q2,395
5,6,0,2,0,0,6,2010Q2,396
17,18,12,16,2,0,15,2010Q2,397
3,4,4,5,0,0,3,2010Q2,398
1,2,0,5,1,0,1,2010Q2,399
0,1,0,1,0,0,0,2010Q2,401
1,2,2,1,0,0,0,2010Q2,402
0,4,1,0,0,0,0,2010Q2,403
1,0,1,3,0,1,0,2010Q2,404
0,2,0,4,0,0,0,2010Q2,406
3,3,1,4,0,1,1,2010Q2,407
1,2,1,3,0,0,3,2010Q2,408
0,9,3,5,0,0,2,2010Q2,409
1,3,0,0,0,0,0,2010Q2,411
5,12,2,8,1,0,4,2010Q2,412
0,1,0,0,0,0,0,2010Q2,413
6,6,1,4,0,0,2,2010Q2,415
4,1,3,5,0,0,1,2010Q2,416
2,1,0,2,0,0,0,2010Q2,417
0,0,0,2,0,0,0,2010Q2,418
6,2,0,8,0,0,1,2010Q2,421
10,6,4,6,0,0,3,2010Q2,422
2,5,1,0,0,0,0,2010Q2,423
5,5,3,16,0,0,2,2010Q2,424
1,1,2,5,0,0,0,2010Q2,426
3,6,2,1,0,0,1,2010Q2,427
3,1,3,5,0,0,1,2010Q2,428
2,0,3,5,0,0,1,2010Q2,429
2,5,2,6,0,0,0,2010Q2,437
3,1,3,5,0,0,1,2010Q2,438
1,4,1,6,0,0,3,2010Q2,439
0,0,0,1,0,0,0,2010Q2,441
1,0,0,1,0,1,0,2010Q2,442
0,9,1,6,0,0,1,2010Q2,443
0,4,0,2,0,0,0,2010Q2,445
1,3,1,1,0,0,4,2010Q2,448
0,8,1,2,0,0,3,2010Q2,449
0,3,0,0,0,0,0,2010Q2,451
0,2,0,0,0,0,1,2010Q2,452
1,9,3,8,0,0,2,2010Q2,453
0,0,1,0,0,0,0,2010Q2,454
3,5,1,1,1,0,4,2010Q2,455
1,1,1,3,0,1,1,2010Q2,456
6,4,0,2,0,0,2,2010Q2,457
5,0,0,2,1,0,2,2010Q2,459
1,2,0,1,0,0,0,2010Q2,461
2,0,1,2,0,0,2,2010Q2,462
3,1,1,0,0,0,2,2010Q2,463
3,2,0,3,0,0,2,2010Q2,464
0,2,1,5,0,0,1,2010Q2,465
6,3,1,1,0,0,3,2010Q2,466
2,4,4,3,2,0,6,2010Q2,467
2,1,0,0,0,1,2,2010Q2,468
1,3,0,6,0,0,2,2010Q2,469
3,13,0,7,0,1,0,2010Q2,471
6,3,1,4,0,0,2,2010Q2,473
5,0,4,1,1,0,0,2010Q2,477
4,2,3,5,0,0,4,2010Q2,478
1,2,0,2,0,0,1,2010Q2,479
2,0,4,0,0,0,1,2010Q2,487
0,1,0,3,0,0,0,2010Q2,488
1,5,0,3,0,0,1,2010Q2,489
0,7,2,8,0,0,2,2010Q2,491
1,13,3,14,0,0,7,2010Q2,497
1,6,1,15,0,0,5,2010Q2,499
0,8,6,8,1,0,1,2010Q2,501
0,1,0,3,1,0,3,2010Q2,502
0,3,2,4,0,0,0,2010Q2,503
5,6,5,10,0,0,2,2010Q2,504
0,7,2,2,0,0,1,2010Q2,505
5,6,1,6,0,0,6,2010Q2,506
2,3,2,6,1,0,0,2010Q2,507
0,3,6,0,0,0,0,2010Q2,508
1,3,3,2,0,0,2,2010Q2,509
2,1,3,7,1,0,0,2010Q2,511
0,2,4,1,0,0,0,2010Q2,512
7,13,3,8,0,0,5,2010Q2,513
9,3,6,4,0,1,3,2010Q2,514
2,4,5,8,0,0,2,2010Q2,515
1,7,2,11,0,0,1,2010Q2,516
1,5,0,11,0,0,3,2010Q2,517
0,2,6,5,0,0,0,2010Q2,518
3,3,1,13,0,0,0,2010Q2,519
2,11,7,5,0,0,0,2010Q2,521
1,3,4,11,0,0,3,2010Q2,522
1,0,0,1,0,0,0,2010Q2,523
1,2,4,3,0,1,1,2010Q2,524
3,4,3,4,0,0,1,2010Q2,525
3,8,2,5,1,0,5,2010Q2,526
1,0,1,0,0,0,0,2010Q2,527
1,7,5,5,0,0,1,2010Q2,528
3,8,3,15,0,1,3,2010Q2,529
2,3,2,1,0,0,2,2010Q2,531
2,2,3,6,0,0,2,2010Q2,532
0,8,1,2,0,0,0,2010Q2,541
1,18,11,9,1,0,0,2010Q2,551
0,2,4,5,0,0,2,2010Q2,555
4,5,6,5,0,0,3,2010Q2,557
3,5,2,4,1,0,1,2010Q2,558
0,3,0,0,0,0,0,2010Q2,559
0,6,4,2,0,0,0,2010Q2,561
0,11,11,1,0,0,0,2010Q2,562
3,13,16,16,0,0,4,2010Q2,563
5,6,7,9,0,0,4,2010Q2,564
0,8,3,8,0,0,1,2010Q2,565
2,4,8,2,0,0,4,2010Q2,566
2,4,6,6,0,0,1,2010Q2,567
1,4,3,6,0,0,0,2010Q2,569
0,7,0,1,1,0,1,2010Q2,581
0,5,6,2,0,0,0,2010Q2,583
0,6,5,3,0,0,2,2010Q2,584
5,18,14,8,1,1,1,2010Q2,585
1,6,11,4,0,0,1,2010Q2,587
0,2,3,1,0,0,1,2010Q2,589
1,3,3,4,0,1,0,2010Q2,615
0,1,0,1,0,0,0,2010Q2,621
2,13,4,4,0,0,0,2010Q2,622
0,10,5,2,0,0,1,2010Q2,625
0,5,1,3,0,0,0,2010Q2,626
2,8,2,4,0,0,0,2010Q2,627
0,15,2,7,0,0,1,2010Q2,628
0,4,5,3,0,0,0,2010Q2,629
0,2,2,0,0,0,0,2010Q2,631
1,14,7,4,0,0,0,2010Q2,632
0,2,4,3,0,0,0,2010Q2,635
10,23,15,3,4,0,8,2010Q2,636
2,6,0,2,0,1,3,2010Q2,637
0,6,4,1,0,0,3,2010Q2,638
2,10,3,9,0,0,6,2010Q2,639
0,7,2,1,0,0,2,2010Q2,642
3,15,2,1,0,0,3,2010Q2,643
1,5,2,3,0,0,4,2010Q2,644
5,38,6,13,6,0,15,2010Q2,645
6,25,8,6,3,0,10,2010Q2,646
1,7,2,7,2,1,2,2010Q2,647
1,10,2,4,0,0,4,2010Q2,648
3,3,3,0,0,0,1,2010Q2,649
4,8,3,4,0,0,5,2010Q2,656
4,5,2,0,0,1,5,2010Q2,657
1,2,5,8,0,0,5,2010Q2,659
9,13,8,4,0,0,7,2010Q2,665
5,25,11,8,0,0,4,2010Q2,666
3,11,1,2,0,0,2,2010Q2,667
7,4,5,5,0,1,8,2010Q2,668
3,6,3,2,0,0,4,2010Q2,669
2,9,5,6,0,0,3,2010Q2,676
2,6,1,3,0,0,2,2010Q2,677
4,2,4,10,0,0,4,2010Q2,678
1,6,0,4,0,0,5,2010Q2,679
7,17,6,7,0,0,4,2010Q2,701
2,12,8,5,3,0,6,2010Q2,702
0,7,0,2,1,0,3,2010Q2,705
1,16,5,3,1,0,5,2010Q2,706
1,5,2,1,1,0,3,2010Q2,711
1,6,2,4,0,0,4,2010Q2,713
0,1,0,0,0,0,0,2010Q2,714
0,0,1,1,0,0,0,2010Q2,715
0,2,3,1,0,0,1,2010Q2,717
1,10,7,0,0,0,1,2010Q2,719
1,23,7,8,2,0,1,2010Q2,721
1,2,0,2,0,0,1,2010Q2,722
0,8,6,4,0,0,2,2010Q2,723
1,23,4,0,1,0,1,2010Q2,724
0,1,0,2,0,0,0,2010Q2,725
0,8,2,1,1,0,0,2010Q2,726
0,6,3,0,0,0,1,2010Q2,727
0,3,0,2,0,0,0,2010Q2,729
0,7,4,3,0,0,2,2010Q2,732
0,10,0,2,0,0,0,2010Q2,733
0,6,7,3,0,0,2,2010Q2,734
0,6,1,5,0,0,5,2010Q2,735
0,5,1,1,0,0,3,2010Q2,736
1,3,1,1,0,0,0,2010Q2,737
0,3,2,0,0,0,0,2010Q2,738
0,0,0,0,0,0,1,2010Q2,739
0,4,2,1,0,0,0,2010Q2,742
0,5,4,2,0,0,2,2010Q2,743
1,20,3,5,0,0,1,2010Q2,745
1,3,3,2,0,0,1,2010Q2,747
0,12,5,5,2,0,2,2010Q2,749
0,10,8,1,0,0,1,2010Q2,752
3,6,4,0,0,0,0,2010Q2,753
0,4,6,1,0,0,2,2010Q2,755
5,5,6,3,0,0,4,2010Q2,758
1,2,4,2,1,0,0,2010Q2,759
2,10,7,1,0,0,4,2010Q2,762
2,3,5,2,1,0,2,2010Q2,763
0,0,1,3,0,0,5,2010Q2,764
8,10,5,8,0,0,10,2010Q2,765
0,0,1,1,0,0,1,2010Q2,766
3,5,2,0,0,0,1,2010Q2,767
4,1,1,2,0,0,4,2010Q2,769
1,2,2,2,1,0,0,2010Q2,773
2,2,3,0,0,0,0,2010Q2,774
5,2,5,3,0,0,2,2010Q2,775
2,3,4,0,1,0,0,2010Q2,776
0,2,4,1,0,1,1,2010Q2,777
8,1,1,2,0,0,3,2010Q2,778
0,1,2,2,0,0,2,2010Q2,779
1,3,7,4,2,0,4,2010Q2,782
3,6,7,3,0,0,3,2010Q2,783
2,7,8,3,0,0,5,2010Q2,784
1,6,2,2,0,0,4,2010Q2,785
0,0,0,0,0,0,1,2010Q2,786
2,2,0,1,0,0,1,2010Q2,787
5,1,4,2,0,0,5,2010Q2,788
2,3,3,6,0,1,4,2010Q2,789
0,0,2,0,0,0,0,2010Q2,801
0,5,1,0,0,0,0,2010Q2,802
0,1,2,0,0,0,0,2010Q2,804
0,2,1,1,0,0,0,2010Q2,805
0,3,1,0,0,0,0,2010Q2,806
0,4,6,2,0,0,0,2010Q2,807
1,1,3,1,0,0,0,2010Q2,808
0,1,1,0,0,0,0,2010Q2,809
0,5,3,0,0,0,0,2010Q2,811
0,2,1,1,0,0,0,2010Q2,812
0,0,2,1,0,0,0,2010Q2,813
0,6,2,0,0,0,0,2010Q2,814
0,2,1,0,0,0,0,2010Q2,815
0,6,0,2,0,0,0,2010Q2,816
0,3,2,1,0,0,2,2010Q2,817
0,3,1,1,0,0,0,2010Q2,819
0,1,0,0,0,0,0,2010Q2,821
0,3,1,1,0,0,0,2010Q2,822
0,2,2,0,0,0,0,2010Q2,823
0,4,1,0,0,0,0,2010Q2,824
0,0,0,2,0,0,0,2010Q2,825
0,4,0,1,0,0,0,2010Q2,826
0,4,1,3,0,0,0,2010Q2,827
0,1,2,0,0,0,2,2010Q2,828
0,10,2,2,0,0,1,2010Q2,829
0,16,7,3,0,0,0,2010Q2,831
0,10,4,3,0,0,1,2010Q2,832
1,6,5,4,0,0,3,2010Q2,833
0,7,1,0,0,0,0,2010Q2,834
0,9,5,5,0,0,2,2010Q2,835
0,15,3,1,0,0,1,2010Q2,836
0,0,1,1,0,0,1,2010Q2,837
0,1,0,0,0,0,0,2010Q2,838
0,10,0,1,0,0,0,2010Q2,839
0,14,1,1,0,0,1,2010Q2,841
0,10,2,6,0,0,2,2010Q2,842
0,6,2,1,0,0,1,2010Q2,847
0,0,0,0,1,0,0,2010Q2,848
0,12,3,9,0,0,2,2010Q2,849
1,3,3,1,0,0,0,2010Q2,851
1,2,1,4,0,0,1,2010Q2,852
1,10,3,4,0,0,2,2010Q2,853
0,1,0,0,0,0,0,2010Q2,854
0,9,4,2,0,0,3,2010Q2,855
0,24,2,2,0,0,1,2010Q2,857
0,10,3,1,0,0,0,2010Q2,858
0,9,2,4,0,0,1,2010Q2,859
0,2,5,1,0,1,4,2010Q2,881
0,7,2,0,0,0,2,2010Q2,882
0,2,0,1,0,0,0,2010Q2,883
0,12,5,1,1,0,4,2010Q2,884
0,11,1,1,0,0,1,2010Q2,885
0,3,1,0,0,0,0,2010Q2,886
0,5,8,2,0,0,0,2010Q2,887
1,17,7,2,0,1,1,2010Q2,889
0,5,0,2,0,0,0,2010Q2,892
0,6,4,3,0,0,0,2010Q2,893
0,1,2,4,0,0,0,2010Q2,895
0,9,6,5,0,0,0,2010Q2,897
3,12,7,3,1,0,5,2010Q2,898
1,2,1,2,0,0,3,2010Q2,899
1,4,3,4,0,0,2,2010Q2,901
1,7,8,7,1,0,1,2010Q2,904
6,15,2,8,0,0,3,2010Q2,905
6,11,1,9,0,1,1,2010Q2,906
0,11,6,9,1,0,4,2010Q2,909
2,15,10,1,0,0,1,2010Q2,911
6,16,1,15,0,0,5,2010Q2,914
4,2,4,5,0,0,2,2010Q2,915
2,9,4,9,1,0,0,2010Q2,916
0,7,1,6,0,0,2,2010Q2,919
7,19,4,7,4,0,17,2010Q2,923
3,12,15,16,1,0,2,2010Q2,926
3,6,4,3,0,0,1,2010Q2,929
0,1,2,1,0,0,0,2010Q2,931
6,12,1,3,0,0,3,2010Q2,932
2,6,3,1,0,0,3,2010Q2,933
0,5,3,4,0,0,4,2010Q2,935
0,3,5,2,0,0,1,2010Q2,937
1,8,5,7,0,0,1,2010Q2,938
0,13,4,2,1,0,1,2010Q2,939
0,17,6,3,0,0,3,2010Q2,941
1,7,7,6,0,0,2,2010Q2,943
4,5,7,2,0,0,0,2010Q2,946
0,5,2,4,0,0,0,2010Q2,948
0,37,4,5,0,0,4,2010Q2,952
1,1,0,0,0,0,0,2010Q2,955
0,1,0,0,0,0,0,2010Q2,957
0,2,0,1,0,0,0,2010Q2,961
0,12,8,3,0,0,1,2010Q2,963
3,28,3,12,0,0,0,2010Q2,964
0,1,0,0,0,0,0,2010Q2,965
0,21,6,4,0,0,4,2010Q2,966
1,18,11,5,0,0,1,2010Q2,969
0,9,5,3,0,0,2,2010Q2,971
0,16,5,5,0,0,0,2010Q2,974
0,4,1,0,0,1,0,2010Q2,976
0,13,2,2,0,0,0,2010Q2,979
0,8,4,4,0,0,0,2010Q2,981
0,2,3,0,0,0,2,2010Q2,984
3,22,6,8,2,0,3,2010Q2,985
0,1,0,0,0,0,0,2010Q2,986
0,22,4,5,0,0,0,2010Q2,989
0,12,5,5,0,0,0,2010Q2,991
0,6,1,1,0,0,1,2010Q2,994
1,7,2,2,0,0,0,2010Q2,998
0,14,7,5,0,0,5,2010Q2,1001
3,13,7,3,0,0,3,2010Q2,1003
4,9,7,8,0,0,0,2010Q2,1004
3,4,6,1,0,0,2,2010Q2,1005
1,8,6,5,0,0,2,2010Q2,1006
0,3,4,2,0,0,0,2010Q2,1007
4,7,13,4,0,1,2,2010Q2,1008
4,13,3,6,0,0,3,2010Q2,1011
