AGG,BTFV,BURG,GTA,GTP,HOM,ROBB,quarter,rd
0,9,2,3,2,0,3,2006Q3,759
2,9,13,5,0,0,7,2006Q3,761
0,10,9,9,0,0,1,2006Q3,762
1,2,3,6,0,0,4,2006Q3,763
9,24,6,6,0,1,8,2006Q3,764
1,1,1,2,0,0,2,2006Q3,765
1,4,7,3,1,0,4,2006Q3,766
1,6,3,4,1,0,5,2006Q3,767
1,1,1,4,1,0,1,2006Q3,768
2,6,8,9,1,0,11,2006Q3,769
4,11,4,6,0,1,3,2006Q3,771
1,10,3,2,0,0,2,2006Q3,772
3,3,4,3,1,0,6,2006Q3,773
7,3,8,7,1,0,4,2006Q3,774
5,4,2,2,0,0,1,2006Q3,775
3,6,3,4,0,0,3,2006Q3,776
3,4,4,12,1,0,7,2006Q3,777
3,7,2,3,0,0,3,2006Q3,778
3,4,8,4,0,0,3,2006Q3,779
5,8,7,8,1,0,6,2006Q3,782
6,6,7,9,0,0,4,2006Q3,783
1,2,4,2,1,0,1,2006Q3,784
1,1,3,4,1,0,1,2006Q3,785
3,4,0,0,1,0,5,2006Q3,786
3,5,5,6,2,0,5,2006Q3,787
1,1,0,0,0,0,2,2006Q3,788
0,1,1,4,0,0,1,2006Q3,789
0,0,1,0,0,0,1,2006Q3,801
0,9,5,0,0,0,0,2006Q3,802
0,0,4,1,0,0,0,2006Q3,803
0,1,2,0,0,0,0,2006Q3,804
0,2,9,3,0,0,2,2006Q3,805
0,7,5,4,0,0,0,2006Q3,806
0,5,6,0,0,0,0,2006Q3,807
2,4,6,0,0,0,0,2006Q3,808
0,7,2,0,0,0,0,2006Q3,809
1,7,9,2,1,0,0,2006Q3,811
0,4,0,0,0,0,0,2006Q3,812
0,8,5,3,0,0,0,2006Q3,813
0,4,2,0,0,0,0,2006Q3,814
0,3,1,2,0,0,0,2006Q3,815
1,9,5,4,0,0,2,2006Q3,816
0,2,5,4,0,0,0,2006Q3,817
0,0,0,1,0,0,0,2006Q3,818
0,2,2,0,0,0,0,2006Q3,819
1,0,0,0,0,0,0,2006Q3,821
0,6,4,3,0,0,1,2006Q3,822
0,6,9,2,0,0,1,2006Q3,823
1,3,2,0,0,0,0,2006Q3,824
0,3,6,1,0,0,0,2006Q3,825
0,4,2,0,0,0,0,2006Q3,826
0,7,3,4,0,0,0,2006Q3,827
0,4,7,2,0,0,0,2006Q3,828
0,6,3,2,0,0,5,2006Q3,829
0,15,8,3,0,0,0,2006Q3,831
0,13,4,2,0,0,0,2006Q3,832
1,18,16,5,0,0,4,2006Q3,833
0,17,10,4,0,0,0,2006Q3,834
0,10,18,2,0,0,3,2006Q3,835
1,12,6,8,0,0,0,2006Q3,836
3,7,1,4,0,0,1,2006Q3,839
0,13,3,4,0,0,2,2006Q3,841
1,19,9,9,0,0,9,2006Q3,842
0,10,6,4,0,0,2,2006Q3,847
0,3,0,0,0,0,0,2006Q3,848
0,2,8,6,0,0,2,2006Q3,849
0,6,3,2,1,0,2,2006Q3,851
1,17,4,5,0,0,4,2006Q3,852
1,6,3,4,0,0,1,2006Q3,853
0,4,0,0,0,0,1,2006Q3,854
0,0,0,0,0,0,1,2006Q3,855
0,10,9,3,0,0,5,2006Q3,857
0,2,6,2,0,0,2,2006Q3,858
1,7,19,4,1,0,7,2006Q3,859
3,14,8,1,0,0,0,2006Q3,881
0,6,3,3,0,0,1,2006Q3,882
0,4,2,1,0,0,1,2006Q3,883
0,7,8,5,0,0,6,2006Q3,884
0,14,5,4,0,0,2,2006Q3,885
0,7,2,0,0,0,0,2006Q3,886
0,4,3,1,0,0,0,2006Q3,887
5,16,7,11,0,3,4,2006Q3,889
2,2,3,1,0,0,0,2006Q3,891
0,6,2,3,0,0,0,2006Q3,892
0,2,3,4,0,0,2,2006Q3,893
0,6,3,1,0,0,1,2006Q3,895
0,1,0,0,0,0,2,2006Q3,896
0,5,4,3,0,0,0,2006Q3,897
2,8,8,3,3,0,9,2006Q3,898
4,3,1,5,1,0,3,2006Q3,899
2,6,5,5,0,0,0,2006Q3,901
0,1,0,0,0,0,0,2006Q3,902
3,4,9,4,0,0,1,2006Q3,911
2,8,11,5,0,0,2,2006Q3,921
5,19,21,5,0,0,6,2006Q3,922
5,4,3,4,0,0,2,2006Q3,923
2,0,2,4,0,0,0,2006Q3,924
3,5,4,16,0,0,1,2006Q3,925
2,8,7,18,0,0,4,2006Q3,926
11,4,12,19,0,0,6,2006Q3,927
2,4,4,13,0,0,4,2006Q3,931
2,15,6,16,0,0,5,2006Q3,932
0,3,2,0,0,0,0,2006Q3,934
4,9,7,7,0,0,3,2006Q3,935
8,17,7,24,2,0,14,2006Q3,936
2,2,7,5,0,0,4,2006Q3,937
1,6,5,13,1,0,7,2006Q3,938
0,16,6,6,0,1,6,2006Q3,941
1,10,5,11,1,0,4,2006Q3,942
0,10,2,6,0,0,4,2006Q3,944
9,17,7,16,1,0,6,2006Q3,945
11,15,10,9,0,0,6,2006Q3,946
6,12,13,8,0,0,4,2006Q3,948
1,0,0,0,0,0,0,2006Q3,949
0,10,11,4,0,0,2,2006Q3,951
3,12,2,3,0,2,4,2006Q3,952
7,11,10,13,0,1,6,2006Q3,955
15,10,11,16,0,0,6,2006Q3,956
7,13,11,12,0,0,6,2006Q3,957
7,13,3,12,0,0,3,2006Q3,958
0,8,0,1,1,0,1,2006Q3,961
0,10,10,20,0,0,3,2006Q3,962
3,19,16,11,0,0,3,2006Q3,963
4,11,2,7,0,0,1,2006Q3,964
1,16,3,14,0,0,1,2006Q3,965
3,12,4,4,0,0,2,2006Q3,966
1,6,6,6,0,0,2,2006Q3,968
4,12,3,7,0,0,3,2006Q3,969
4,15,6,6,0,0,3,2006Q3,972
1,7,6,5,1,0,1,2006Q3,973
0,21,2,7,1,0,1,2006Q3,974
0,5,5,2,0,0,0,2006Q3,975
1,29,19,13,2,0,9,2006Q3,976
0,12,6,7,0,0,0,2006Q3,977
1,4,5,5,0,0,0,2006Q3,978
3,21,8,6,0,1,3,2006Q3,979
1,15,8,10,0,0,1,2006Q3,983
0,5,3,6,0,0,2,2006Q3,984
1,20,10,14,5,0,10,2006Q3,986
2,25,6,13,2,0,5,2006Q3,988
1,2,0,2,0,0,0,2006Q3,989
0,12,11,8,0,0,1,2006Q3,995
0,11,3,2,0,0,0,2006Q3,998
1,20,7,10,0,0,0,2006Q3,999
1,0,2,0,0,0,1,2006Q3,1003
9,12,12,9,1,0,10,2006Q3,1004
5,13,10,12,0,0,2,2006Q3,1005
2,14,5,8,0,0,8,2006Q3,1006
4,4,6,7,0,0,1,2006Q3,1007
5,5,7,11,0,0,5,2006Q3,1008
1,4,3,1,0,0,0,2006Q3,1011
1,10,2,1,0,0,1,2006Q3,1012
1,9,8,5,0,0,1,2006Q3,1013
1,13,5,4,1,0,2,2006Q3,1014
13,8,8,6,0,1,11,2006Q3,1015
2,5,7,9,0,0,4,2006Q3,1016
5,6,11,3,0,1,1,2006Q3,1017
0,2,1,0,0,0,0,2006Q3,1021
3,3,2,1,0,0,0,2006Q3,1022
2,11,3,2,0,0,4,2006Q3,1024
9,7,2,11,1,0,12,2006Q3,1025
4,15,7,8,0,0,4,2006Q3,1026
3,19,11,10,0,0,7,2006Q3,1027
8,10,6,9,0,0,6,2006Q3,1028
1,2,8,2,0,0,3,2006Q3,1032
2,3,9,3,0,0,2,2006Q3,1033
1,2,6,3,1,0,1,2006Q3,1034
3,8,6,8,0,0,2,2006Q3,1035
1,9,5,6,2,0,1,2006Q3,1036
1,4,6,4,0,0,2,2006Q3,1037
5,11,11,8,0,0,4,2006Q3,1038
11,12,6,10,0,0,2,2006Q3,1042
3,17,5,13,0,1,2,2006Q3,1043
0,0,2,1,0,0,0,2006Q3,1044
5,10,3,1,0,0,1,2006Q3,1045
6,12,14,4,0,0,1,2006Q3,1046
3,4,7,4,0,0,7,2006Q3,1047
5,5,2,3,0,0,1,2006Q3,1048
0,5,11,3,0,0,1,2006Q3,1049
1,10,3,4,0,0,1,2006Q3,1051
0,13,7,2,0,0,0,2006Q3,1052
3,9,6,8,0,0,2,2006Q3,1053
0,6,5,5,0,0,2,2006Q3,1054
2,7,3,4,0,0,1,2006Q3,1055
1,11,7,8,1,0,4,2006Q3,1056
1,14,11,19,0,1,5,2006Q3,1057
0,7,8,3,0,0,1,2006Q3,1058
3,10,7,6,1,0,4,2006Q3,1059
0,5,4,0,0,0,0,2006Q3,1061
1,7,2,1,0,0,0,2006Q3,1062
3,16,1,3,0,0,2,2006Q3,1063
3,14,8,8,1,0,3,2006Q3,1064
1,4,2,2,0,0,0,2006Q3,1065
1,10,6,4,0,0,3,2006Q3,1066
3,4,4,6,0,0,1,2006Q3,1067
1,9,8,4,1,0,3,2006Q3,1068
0,3,0,1,0,0,0,2006Q3,1069
